season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
11,Main,Xin Zhao,55,66.3,25,30,13,10,20,33.3,1.9,3.53,5.33,2.05,169.5,4.98,10.3,304.0,9500.0,280.0,69.3,18.2,17.9
11,Main,Leona,54,65.1,22,32,14,11,21,34.4,0.69,3.22,6.28,2.17,38.06,1.13,7.4,222.0,3200.0,95.0,58.2,5.7,12.8
11,Main,Irelia,54,65.1,45,9,9,2,7,22.2,2.11,4.67,3.89,1.29,294.78,8.75,13.4,398.0,9400.0,281.0,62.8,22.1,23.3
11,Main,Kennen,51,61.4,29,22,14,16,6,72.7,4.27,3.36,6.73,3.27,279.55,7.53,14.6,392.0,18800.0,506.0,60.5,23.5,21.2
11,Main,Jayce,46,55.4,23,23,11,10,13,43.5,3.17,3.61,5.26,2.34,291.74,8.6,14.0,413.0,21500.0,635.0,65.1,24.5,23.4
11,Main,Rakan,45,54.2,16,29,14,18,11,62.1,0.83,2.59,10.59,4.41,40.17,1.14,8.3,235.0,4600.0,131.0,75.7,5.5,13.0
11,Main,Nami,33,39.8,20,13,5,7,6,53.8,0.85,2.23,10.08,4.9,17.0,0.48,8.2,232.0,6600.0,185.0,81.6,6.3,13.1
11,Main,Jhin,30,36.1,2,28,11,18,10,64.3,3.32,1.11,5.93,8.35,296.93,8.9,13.8,415.0,13300.0,399.0,65.1,23.4,22.8
11,Main,Thresh,30,36.1,18,12,9,7,5,58.3,0.42,2.17,8.83,4.27,33.42,0.99,7.8,231.0,3400.0,102.0,71.2,3.2,12.6
11,Main,Viego,25,30.1,7,18,9,10,8,55.6,3.56,2.11,6.94,4.97,199.78,5.56,12.3,341.0,10200.0,284.0,66.1,22.4,18.7
11,Main,Sylas,24,28.9,8,16,13,8,8,50.0,3.94,3.38,4.81,2.59,288.44,8.09,14.0,392.0,15100.0,424.0,65.4,29.4,22.3
11,Main,Syndra,24,28.9,9,15,8,10,5,66.7,4.2,2.0,6.93,5.57,298.27,8.31,14.4,400.0,18300.0,511.0,65.2,24.6,21.8
11,Main,Gwen,23,27.7,9,14,9,4,10,28.6,2.57,2.43,2.43,2.06,284.5,8.75,12.8,393.0,13600.0,417.0,52.2,26.9,22.9
11,Main,Talon,23,27.7,11,12,6,7,5,58.3,3.42,2.08,4.42,3.76,187.75,6.04,10.9,349.0,10000.0,323.0,68.1,29.7,19.7
11,Main,Zoe,22,26.5,8,14,8,9,5,64.3,3.07,1.57,5.0,5.14,260.79,7.81,12.3,370.0,16900.0,506.0,68.9,26.2,21.2
11,Main,Azir,22,26.5,12,10,6,4,6,40.0,3.4,3.4,4.8,2.41,294.9,8.39,13.6,387.0,18500.0,528.0,60.7,25.2,21.9
11,Main,Draven,22,26.5,18,4,3,1,3,25.0,2.75,2.0,2.75,2.75,319.0,9.24,14.9,431.0,10900.0,315.0,55.0,27.5,25.2
11,Main,Olaf,20,24.1,12,8,5,3,5,37.5,3.63,3.25,6.5,3.12,219.5,5.67,13.0,336.0,15400.0,398.0,64.3,23.0,19.1
11,Main,Lulu,19,22.9,3,16,6,9,7,56.3,0.75,2.13,7.38,3.82,18.0,0.53,7.9,234.0,3500.0,103.0,74.7,6.9,13.2
11,Main,Ezreal,19,22.9,8,11,8,6,5,54.5,3.82,2.09,4.82,4.13,286.82,8.94,13.4,419.0,19000.0,592.0,66.0,29.2,23.3
11,Main,Braum,19,22.9,8,11,9,4,7,36.4,0.36,3.45,6.55,2.0,35.0,1.05,7.3,220.0,5200.0,157.0,76.8,4.0,13.0
11,Main,Qiyana,19,22.9,9,10,5,7,3,70.0,4.3,2.5,5.9,4.08,216.3,6.23,12.6,362.0,13000.0,375.0,61.8,26.1,19.3
11,Main,Renekton,16,19.3,4,12,4,6,6,50.0,1.58,2.5,3.92,2.2,276.92,8.61,12.3,382.0,10700.0,332.0,55.5,16.0,22.2
11,Main,Camille,16,19.3,9,7,6,4,3,57.1,2.29,4.29,7.14,2.2,260.43,7.61,13.0,380.0,11500.0,335.0,61.7,15.0,20.8
11,Main,Orianna,15,18.1,3,12,9,4,8,33.3,1.92,2.08,3.5,2.6,274.75,8.76,11.9,380.0,12200.0,389.0,67.0,23.7,22.3
11,Main,Poppy,15,18.1,5,10,6,5,5,50.0,1.5,2.2,5.2,3.05,180.9,5.86,10.0,324.0,7600.0,247.0,58.3,13.0,18.2
11,Main,Ziggs,15,18.1,6,9,6,3,6,33.3,2.33,2.33,4.89,3.1,344.0,9.06,14.8,391.0,25600.0,674.0,55.6,17.9,22.7
11,Main,Nautilus,14,16.9,4,10,8,5,5,50.0,0.4,4.7,8.4,1.87,33.0,0.97,7.6,222.0,4100.0,119.0,62.9,2.9,12.3
11,Main,Rell,12,14.5,3,9,5,5,4,55.6,1.0,3.56,8.44,2.66,35.78,1.06,7.8,232.0,4400.0,131.0,59.9,6.3,12.8
11,Main,Trundle,11,13.3,5,6,4,3,3,50.0,1.83,2.33,7.0,3.79,153.5,4.45,10.6,308.0,6000.0,175.0,69.7,14.5,17.4
11,Main,Galio,11,13.3,8,3,2,1,2,33.3,2.67,3.33,7.67,3.1,225.33,6.06,12.1,325.0,12000.0,322.0,86.1,22.2,19.5
11,Main,Gnar,10,12.0,2,8,5,3,5,37.5,2.13,2.5,3.13,2.1,258.63,7.91,12.0,367.0,12900.0,396.0,51.2,20.7,21.5
11,Main,Kai'Sa,10,12.0,2,8,6,3,5,37.5,4.0,2.25,5.88,4.39,321.25,9.23,14.8,426.0,15400.0,444.0,69.9,28.3,24.4
11,Main,Sett,9,10.8,6,3,3,1,2,33.3,1.67,5.0,2.33,0.8,129.67,4.23,8.4,275.0,7600.0,246.0,46.2,19.2,16.6
11,Main,Tryndamere,9,10.8,6,3,3,0,3,0.0,5.0,4.33,4.67,2.23,386.33,8.72,19.3,436.0,23800.0,537.0,67.4,34.9,25.2
11,Main,Lissandra,8,9.6,3,5,3,4,1,80.0,1.6,1.6,7.0,5.38,260.6,8.51,11.9,388.0,12100.0,395.0,67.2,12.5,20.7
11,Main,Jax,7,8.4,0,7,6,3,4,42.9,2.57,3.29,3.71,1.91,283.14,8.17,13.9,400.0,12100.0,350.0,51.2,20.9,22.8
11,Main,Gragas,7,8.4,1,6,5,2,4,33.3,2.67,4.17,7.67,2.48,202.33,5.59,11.7,323.0,13300.0,367.0,63.9,16.5,18.7
11,Main,Wukong,7,8.4,4,3,2,2,1,66.7,4.67,4.67,7.67,2.64,330.67,7.05,18.7,399.0,18800.0,401.0,56.1,21.2,21.9
11,Main,Amumu,7,8.4,6,1,1,1,0,100.0,2.0,4.0,10.0,3.0,31.0,0.81,9.4,245.0,6000.0,155.0,52.2,8.7,12.5
11,Main,Alistar,5,6.0,0,5,5,2,3,40.0,1.2,3.8,8.0,2.42,36.8,0.95,8.4,216.0,4900.0,126.0,82.1,10.7,12.9
11,Main,Yasuo,5,6.0,1,4,4,2,2,50.0,3.25,2.5,5.75,3.6,344.25,9.4,15.3,418.0,9700.0,264.0,67.9,24.5,23.6
11,Main,Malzahar,5,6.0,2,3,3,2,1,66.7,3.33,2.0,6.0,4.67,283.33,8.6,13.6,413.0,13000.0,394.0,65.1,23.3,22.9
11,Main,Gangplank,5,6.0,3,2,2,2,0,100.0,5.0,3.5,10.0,4.29,392.5,8.22,21.3,445.0,34100.0,715.0,75.0,25.0,25.1
11,Main,Malphite,5,6.0,3,2,2,0,2,0.0,0.0,3.0,1.0,0.33,208.0,7.25,8.5,298.0,5700.0,197.0,28.6,0.0,19.7
11,Main,Urgot,5,6.0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Main,Aatrox,4,4.8,1,3,3,2,1,66.7,2.67,1.33,3.67,4.75,293.33,8.25,13.9,390.0,10800.0,304.0,51.4,21.6,21.6
11,Main,Tristana,4,4.8,1,3,2,2,1,66.7,3.0,1.67,3.67,4.0,305.0,9.62,13.4,424.0,9900.0,311.0,57.1,25.7,23.1
11,Main,Rumble,4,4.8,1,3,2,1,2,33.3,1.0,3.33,3.33,1.3,248.67,7.83,11.1,351.0,13100.0,414.0,52.0,12.0,20.6
11,Main,Fiddlesticks,4,4.8,2,2,1,1,1,50.0,4.0,4.5,6.0,2.22,196.5,5.04,12.4,317.0,13400.0,345.0,66.7,26.7,18.1
11,Main,Jinx,4,4.8,3,1,1,0,1,0.0,0.0,3.0,2.0,0.67,308.0,10.13,11.6,380.0,11400.0,376.0,66.7,0.0,23.6
11,Main,Taliyah,4,4.8,3,1,1,0,1,0.0,2.0,5.0,3.0,1.0,191.0,5.45,10.8,308.0,10500.0,299.0,55.6,22.2,18.0
11,Main,Zilean,3,3.6,0,3,2,2,1,66.7,0.33,1.33,13.0,10.0,40.0,1.1,8.8,240.0,2200.0,60.0,88.9,2.2,13.1
11,Main,Pyke,3,3.6,0,3,3,1,2,33.3,4.33,5.0,6.33,2.13,47.67,1.32,10.8,298.0,7300.0,203.0,59.3,24.1,16.7
11,Main,Shen,3,3.6,0,3,3,1,2,33.3,1.33,3.0,9.67,3.67,45.33,1.19,9.1,238.0,4300.0,113.0,82.5,10.0,13.5
11,Main,Viktor,3,3.6,0,3,2,0,3,0.0,4.33,4.0,5.0,2.33,373.0,8.75,17.2,403.0,31600.0,741.0,65.1,30.2,24.1
11,Main,Annie,3,3.6,1,2,1,1,1,50.0,3.0,3.0,9.0,4.0,156.5,5.56,9.3,330.0,11100.0,396.0,77.4,19.4,18.0
11,Main,Varus,3,3.6,1,2,1,0,2,0.0,0.5,3.0,0.5,0.33,251.5,8.4,10.0,332.0,18000.0,600.0,66.7,33.3,22.2
11,Main,Fiora,2,2.4,0,2,1,2,0,100.0,5.0,1.0,4.5,9.5,322.0,10.12,14.5,456.0,12300.0,386.0,51.4,27.0,23.8
11,Main,Lillia,2,2.4,0,2,2,1,1,50.0,3.5,4.0,5.0,2.13,151.0,6.67,9.0,396.0,10000.0,443.0,89.5,36.8,21.6
11,Main,Maokai,2,2.4,0,2,1,1,1,50.0,1.0,3.5,7.5,2.43,51.0,1.53,8.0,240.0,13800.0,413.0,68.0,8.0,13.5
11,Main,Kassadin,2,2.4,1,1,1,1,0,100.0,8.0,2.0,8.0,8.0,321.0,8.24,17.9,458.0,32800.0,843.0,76.2,38.1,23.4
11,Main,Kalista,2,2.4,1,1,1,0,1,0.0,6.0,4.0,11.0,4.25,395.0,8.41,20.5,435.0,23900.0,509.0,89.5,31.6,25.4
11,Main,Xayah,2,2.4,1,1,1,0,1,0.0,0.0,5.0,5.0,1.0,306.0,8.36,12.5,342.0,8800.0,240.0,33.3,0.0,19.7
11,Main,Ashe,1,1.2,0,1,1,0,1,0.0,2.0,6.0,5.0,1.17,226.0,7.33,11.1,358.0,12600.0,410.0,53.8,15.4,20.5
11,Main,Sejuani,1,1.2,0,1,1,0,1,0.0,4.0,3.0,11.0,5.0,169.0,4.39,11.5,298.0,12600.0,326.0,100.0,26.7,17.4
11,Main,Seraphine,1,1.2,0,1,1,0,1,0.0,2.0,1.0,8.0,10.0,302.0,8.1,14.4,386.0,12200.0,326.0,90.9,18.2,23.5
11,Main,Shaco,1,1.2,0,1,1,0,1,0.0,0.0,4.0,1.0,0.25,125.0,4.62,6.7,247.0,3800.0,141.0,25.0,0.0,17.1
11,Main,Yone,1,1.2,0,1,1,0,1,0.0,2.0,3.0,4.0,2.0,291.0,8.3,14.0,400.0,8600.0,245.0,66.7,22.2,23.4
11,Main,Vladimir,1,1.2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Play in,Aatrox,45,95.7,21,24,12,17,7,70.8,3.71,2.63,6.17,3.76,254.63,8.0,12.8,403.0,18100.0,568.0,57.8,21.7,21.4
12,Play in,Sylas,39,83.0,21,18,9,12,6,66.7,4.78,2.56,6.11,4.26,258.89,8.18,13.2,416.0,16200.0,511.0,70.8,31.0,22.5
12,Play in,Kalista,37,78.7,30,7,7,3,4,42.9,4.29,3.14,4.71,2.86,264.86,8.75,12.7,421.0,12300.0,407.0,58.3,27.8,23.6
12,Play in,Maokai,35,74.5,13,22,11,15,7,68.2,2.09,2.77,8.64,3.87,145.86,4.52,10.1,313.0,12800.0,396.0,67.6,13.2,16.9
12,Play in,Sejuani,34,72.3,15,19,10,8,11,42.1,1.68,2.74,7.89,3.5,159.47,5.14,9.7,312.0,9800.0,315.0,70.0,12.3,17.7
12,Play in,Hecarim,31,66.0,17,14,7,7,7,50.0,3.43,3.93,6.93,2.64,175.43,5.86,10.8,362.0,10700.0,357.0,72.5,24.0,19.9
12,Play in,Caitlyn,28,59.6,24,4,4,0,4,0.0,3.0,1.75,2.5,3.14,322.25,9.58,14.1,418.0,21000.0,624.0,64.7,35.3,25.3
12,Play in,Kai'Sa,27,57.4,10,17,11,9,8,52.9,5.88,1.76,5.29,6.33,296.06,9.61,14.6,473.0,17100.0,556.0,68.3,36.0,25.6
12,Play in,Miss Fortune,26,55.3,9,17,9,8,9,47.1,3.76,2.71,6.24,3.7,298.29,9.39,13.9,437.0,18800.0,593.0,68.5,25.8,24.3
12,Play in,Amumu,26,55.3,13,13,7,10,3,76.9,1.31,3.92,12.15,3.43,35.23,1.11,7.9,249.0,5800.0,181.0,66.8,6.5,13.0
12,Play in,Azir,25,53.2,14,11,6,5,6,45.5,3.91,2.64,5.18,3.45,274.45,9.24,12.4,418.0,22200.0,746.0,67.1,28.9,23.3
12,Play in,Gnar,24,51.1,8,16,6,9,7,56.3,2.19,3.06,7.06,3.02,246.0,7.67,12.4,386.0,18000.0,561.0,57.4,13.6,21.1
12,Play in,Aphelios,24,51.1,12,12,8,6,6,50.0,5.08,2.42,4.33,3.9,282.5,9.4,13.6,452.0,17900.0,597.0,64.6,34.9,25.1
12,Play in,Graves,24,51.1,16,8,6,4,4,50.0,3.63,2.0,6.25,4.94,217.38,7.17,12.2,402.0,15200.0,502.0,71.2,26.1,21.8
12,Play in,Leona,23,48.9,5,18,10,8,10,44.4,0.67,3.89,8.61,2.39,35.28,1.12,7.4,235.0,3800.0,120.0,69.3,5.0,13.0
12,Play in,LeBlanc,23,48.9,15,8,6,4,4,50.0,4.13,2.0,4.63,4.38,257.25,7.63,13.1,389.0,19500.0,579.0,63.6,30.0,21.8
12,Play in,Yuumi,23,48.9,17,6,4,4,2,66.7,1.0,1.5,11.33,8.22,10.17,0.31,7.7,240.0,16400.0,508.0,87.1,7.1,13.6
12,Play in,Nautilus,22,46.8,13,9,8,2,7,22.2,0.33,5.0,6.22,1.31,34.0,1.16,6.5,220.0,4200.0,144.0,71.1,3.6,13.2
12,Play in,Akali,19,40.4,10,9,6,6,3,66.7,5.44,2.44,4.33,4.0,282.0,8.41,14.1,419.0,20500.0,612.0,56.8,31.6,22.8
12,Play in,Taliyah,19,40.4,10,9,6,2,7,22.2,3.11,3.11,4.89,2.57,266.33,8.85,11.9,395.0,19800.0,657.0,75.8,29.5,23.1
12,Play in,Alistar,18,38.3,7,11,7,4,7,36.4,0.18,3.82,7.91,2.12,29.82,0.96,6.7,214.0,4200.0,136.0,63.6,1.4,12.3
12,Play in,Trundle,18,38.3,9,9,4,4,5,44.4,1.78,3.0,9.44,3.74,134.67,4.27,9.6,306.0,7700.0,246.0,69.2,11.0,17.0
12,Play in,Draven,17,36.2,15,2,1,0,2,0.0,2.5,3.0,1.5,1.33,270.5,8.74,13.2,426.0,16700.0,539.0,61.5,38.5,26.3
12,Play in,Viktor,14,29.8,4,10,8,5,5,50.0,2.7,2.9,4.6,2.52,265.9,8.69,12.7,415.0,20500.0,670.0,56.6,20.9,23.2
12,Play in,Seraphine,14,29.8,8,6,3,2,4,33.3,2.67,2.33,7.5,4.36,268.5,8.56,12.1,386.0,15600.0,497.0,80.3,21.1,22.0
12,Play in,Ornn,13,27.7,9,4,3,1,3,25.0,1.0,3.75,6.0,1.87,198.75,6.51,9.3,305.0,11300.0,371.0,56.0,8.0,17.9
12,Play in,Tristana,11,23.4,3,8,4,6,2,75.0,4.75,2.25,5.88,4.72,331.75,10.06,15.6,472.0,20200.0,612.0,73.3,32.8,25.2
12,Play in,Fiora,11,23.4,6,5,4,3,2,60.0,1.8,2.8,3.2,1.79,264.4,8.78,11.9,395.0,14500.0,481.0,36.2,13.0,21.0
12,Play in,Poppy,11,23.4,9,2,2,1,1,50.0,1.0,4.0,7.5,2.13,106.0,4.06,7.7,297.0,7300.0,279.0,54.8,6.5,16.0
12,Play in,Lee Sin,10,21.3,4,6,4,4,2,66.7,1.83,1.83,8.0,5.36,174.5,5.75,10.3,340.0,6900.0,226.0,72.8,13.6,18.4
12,Play in,Kennen,10,21.3,4,6,3,3,3,50.0,2.5,3.83,3.67,1.61,234.17,7.36,12.1,379.0,17300.0,543.0,49.3,20.0,21.2
12,Play in,Tahm Kench,10,21.3,5,5,4,5,0,100.0,0.8,1.0,9.0,9.8,36.4,1.25,7.6,261.0,5000.0,172.0,62.0,5.1,13.0
12,Play in,Galio,9,19.1,3,6,4,1,5,16.7,1.17,3.17,8.33,3.0,226.33,7.6,10.2,344.0,14100.0,475.0,79.2,9.7,20.4
12,Play in,Lissandra,9,19.1,4,5,4,2,3,40.0,2.8,2.2,5.6,3.82,245.0,8.61,11.5,404.0,10700.0,377.0,60.0,20.0,22.2
12,Play in,Vi,9,19.1,5,4,3,1,3,25.0,2.0,2.5,3.25,2.1,177.5,4.88,10.6,290.0,6100.0,167.0,70.0,26.7,17.2
12,Play in,Renekton,9,19.1,7,2,2,0,2,0.0,1.0,3.0,3.5,1.5,266.0,7.99,11.4,342.0,13500.0,405.0,69.2,15.4,21.4
12,Play in,Viego,8,17.0,0,8,4,5,3,62.5,3.5,2.5,6.5,4.0,155.0,5.47,10.3,362.0,9700.0,342.0,67.8,23.7,19.3
12,Play in,Vex,8,17.0,2,6,3,3,3,50.0,3.67,3.0,7.17,3.61,261.33,8.22,13.5,424.0,20500.0,645.0,71.4,24.2,22.6
12,Play in,Braum,8,17.0,3,5,4,1,4,20.0,0.6,3.8,5.8,1.68,34.0,1.15,6.6,222.0,4100.0,137.0,61.5,5.8,12.9
12,Play in,Jax,8,17.0,3,5,3,1,4,20.0,3.0,3.6,1.8,1.33,268.0,8.09,13.2,399.0,13900.0,421.0,45.3,28.3,23.5
12,Play in,Ezreal,8,17.0,4,4,4,3,1,75.0,3.0,0.5,3.5,13.0,237.25,9.29,11.3,441.0,15700.0,615.0,53.1,24.5,23.0
12,Play in,Gwen,8,17.0,4,4,3,1,3,25.0,3.0,2.75,1.5,1.64,262.5,8.39,12.3,394.0,15900.0,509.0,52.9,35.3,22.9
12,Play in,Rell,7,14.9,3,4,4,3,1,75.0,0.25,2.25,10.5,4.78,35.0,1.05,7.7,231.0,3500.0,106.0,61.4,1.4,12.3
12,Play in,Camille,7,14.9,3,4,4,1,3,25.0,3.0,5.0,3.75,1.35,231.5,7.5,11.6,375.0,17000.0,551.0,56.3,25.0,22.1
12,Play in,Xayah,7,14.9,4,3,3,0,3,0.0,1.33,2.67,2.33,1.38,275.33,9.39,11.0,376.0,10500.0,357.0,61.1,22.2,24.0
12,Play in,Pantheon,7,14.9,6,1,1,0,1,0.0,5.0,4.0,6.0,2.75,178.0,5.33,11.8,354.0,19200.0,573.0,78.6,35.7,19.8
12,Play in,Sett,6,12.8,0,6,6,2,4,33.3,2.67,4.83,7.33,2.07,58.17,2.03,7.8,271.0,9900.0,344.0,60.6,16.2,14.8
12,Play in,Bel'Veth,6,12.8,3,3,1,2,1,66.7,7.33,1.0,7.67,15.0,213.0,7.06,14.0,465.0,13800.0,458.0,88.2,43.1,24.0
12,Play in,Renata Glasc,6,12.8,3,3,2,1,2,33.3,0.33,2.33,8.0,3.57,23.67,0.86,6.6,239.0,4800.0,173.0,78.1,3.1,13.9
12,Play in,Swain,6,12.8,4,2,2,1,1,50.0,2.5,3.0,8.0,3.5,234.5,7.25,11.5,356.0,18200.0,563.0,80.8,19.2,20.0
12,Play in,Ahri,6,12.8,5,1,1,1,0,100.0,3.0,3.0,6.0,3.0,338.0,8.4,16.0,397.0,18100.0,450.0,50.0,16.7,21.9
12,Play in,Sivir,5,10.6,0,5,3,4,1,80.0,4.8,2.0,6.8,5.8,336.4,10.34,15.3,469.0,20900.0,643.0,78.4,32.4,26.0
12,Play in,Lillia,5,10.6,1,4,3,1,3,25.0,2.25,3.0,5.5,2.58,237.0,7.75,11.2,367.0,14600.0,478.0,62.0,18.0,21.4
12,Play in,Yone,5,10.6,2,3,2,2,1,66.7,3.67,2.0,5.33,4.5,295.67,9.65,13.4,437.0,16800.0,548.0,57.4,23.4,23.4
12,Play in,Varus,4,8.5,0,4,3,4,0,100.0,5.75,1.75,5.75,6.57,288.5,9.48,14.4,473.0,16800.0,553.0,62.2,31.1,23.8
