,season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,kill_participation,kill_share,gold_share
506,7,Main,Nami,1,1.3,0,1,1,0,1,0.0,1.0,2.0,6.0,3.5,22.0,0.49,12.6,278.0,100.0,14.3,16.7
507,7,Main,Rengar,1,1.3,0,1,1,0,1,0.0,6.0,6.0,1.0,1.17,274.0,5.71,16.6,346.0,43.8,37.5,19.2
508,7,Main,Sona,1,1.3,0,1,1,0,1,0.0,0.0,4.0,5.0,1.25,38.0,1.19,9.4,295.0,71.4,0.0,17.6
509,7,Main,Zilean,1,1.3,0,1,1,0,1,0.0,2.0,5.0,12.0,2.8,34.0,0.71,14.4,300.0,87.5,12.5,16.7
510,7,Main,Bard,1,1.3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,7,Main,Twisted Fate,1,1.3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,8,Play in,Urgot,42,100.0,23,19,12,13,6,68.4,3.47,2.16,4.47,3.68,278.68,8.34,13.4,400.0,56.1,24.5,21.6
513,8,Play in,Aatrox,42,100.0,31,11,8,3,8,27.3,2.36,2.55,2.73,2.0,281.18,8.5,12.1,366.0,51.4,23.9,21.6
514,8,Play in,Alistar,38,90.5,16,22,12,13,9,59.1,0.68,2.77,7.5,2.95,50.27,1.56,7.7,240.0,69.5,5.8,13.4
515,8,Play in,Akali,33,78.6,25,8,6,3,5,37.5,4.13,1.75,3.25,4.21,261.38,8.5,11.9,388.0,71.1,39.8,22.2
516,8,Play in,Kai'Sa,32,76.2,6,26,9,18,8,69.2,5.54,1.38,4.08,6.94,311.0,9.72,14.6,458.0,66.7,38.4,24.5
517,8,Play in,Gragas,31,73.8,14,17,11,7,10,41.2,1.53,2.65,5.47,2.64,118.18,3.84,8.9,288.0,63.0,13.8,17.0
518,8,Play in,Rakan,31,73.8,18,13,8,7,6,53.8,0.92,2.54,9.69,4.18,17.23,0.56,7.9,256.0,83.1,7.2,14.3
519,8,Play in,Tahm Kench,30,71.4,17,13,10,6,7,46.2,0.77,2.31,7.15,3.43,68.46,2.05,8.4,252.0,62.8,6.1,14.3
520,8,Play in,Skarner,27,64.3,15,12,8,7,5,58.3,1.67,2.5,7.67,3.73,171.17,5.01,11.2,328.0,70.4,12.6,18.0
521,8,Play in,Olaf,27,64.3,18,9,6,3,6,33.3,2.11,2.67,5.11,2.71,162.78,5.07,10.1,316.0,73.9,21.6,18.5
522,8,Play in,Ryze,26,61.9,16,10,7,8,2,80.0,2.8,1.7,5.4,4.82,313.0,10.13,13.4,433.0,63.6,21.7,22.9
523,8,Play in,LeBlanc,25,59.5,15,10,8,6,4,60.0,3.8,2.0,4.8,4.3,258.0,8.02,12.2,380.0,62.8,27.7,21.0
524,8,Play in,Ornn,24,57.1,11,13,8,6,7,46.2,1.23,1.85,6.0,3.92,235.0,7.31,10.6,331.0,61.4,10.5,19.3
525,8,Play in,Varus,24,57.1,15,9,6,5,4,55.6,4.11,2.56,5.11,3.61,294.67,9.35,13.6,432.0,74.8,33.3,24.7
526,8,Play in,Irelia,23,54.8,17,6,5,5,1,83.3,4.67,4.17,6.67,2.72,306.83,8.37,15.1,413.0,62.4,25.7,21.8
527,8,Play in,Nocturne,22,52.4,10,12,8,6,6,50.0,2.67,3.17,6.58,2.92,164.0,5.29,10.5,338.0,64.5,18.6,19.0
528,8,Play in,Sion,21,50.0,6,15,7,6,9,40.0,0.73,1.87,4.2,2.64,224.53,7.58,9.7,329.0,57.4,8.5,19.7
529,8,Play in,Syndra,19,45.2,9,10,6,4,6,40.0,3.1,2.4,5.0,3.38,297.1,9.14,12.7,392.0,64.8,24.8,22.2
530,8,Play in,Camille,19,45.2,11,8,6,3,5,37.5,2.38,2.88,4.13,2.26,196.25,6.98,10.5,374.0,64.2,23.5,21.2
531,8,Play in,Heimerdinger,17,40.5,14,3,1,0,3,0.0,0.0,5.0,1.33,0.27,189.33,7.04,7.7,288.0,28.6,0.0,19.6
532,8,Play in,Xayah,16,38.1,6,10,7,5,5,50.0,4.0,2.2,5.6,4.36,303.8,9.43,13.8,427.0,72.7,30.3,24.2
533,8,Play in,Galio,16,38.1,10,6,4,3,3,50.0,2.83,1.67,5.0,4.7,252.17,8.54,11.2,381.0,67.1,24.3,21.6
534,8,Play in,Lucian,15,35.7,4,11,5,2,9,18.2,1.64,2.45,3.91,2.26,296.27,9.76,11.9,392.0,64.9,19.1,23.9
535,8,Play in,Braum,15,35.7,5,10,8,4,6,40.0,0.1,2.2,5.3,2.45,64.7,2.18,7.1,240.0,67.5,1.3,14.2
536,8,Play in,Kindred,13,31.0,6,7,4,4,3,57.1,2.86,2.57,4.86,3.0,172.0,5.63,10.8,352.0,81.8,30.3,20.2
537,8,Play in,Thresh,12,28.6,4,8,5,4,4,50.0,0.63,3.38,7.75,2.48,13.5,0.44,7.7,249.0,69.1,5.2,14.2
538,8,Play in,Lissandra,12,28.6,8,4,3,3,1,75.0,2.25,3.5,10.5,3.64,306.0,8.49,13.7,379.0,66.2,11.7,20.7
539,8,Play in,Tristana,11,26.2,1,10,8,4,6,40.0,3.2,2.0,3.2,3.2,311.4,9.92,13.2,422.0,70.3,35.2,25.4
540,8,Play in,Taliyah,11,26.2,3,8,4,6,2,75.0,3.5,2.25,8.38,5.28,193.5,6.07,12.0,377.0,75.4,22.2,20.0
541,8,Play in,Xin Zhao,10,23.8,4,6,5,3,3,50.0,1.5,3.17,3.67,1.63,172.83,5.3,10.6,324.0,57.4,16.7,18.4
542,8,Play in,Shen,9,21.4,3,6,5,4,2,66.7,3.33,1.67,6.5,5.9,203.33,7.23,10.4,371.0,62.1,21.1,20.0
543,8,Play in,Poppy,8,19.0,3,5,4,4,1,80.0,1.0,1.8,5.4,3.56,222.6,6.67,10.9,325.0,51.6,8.1,18.4
544,8,Play in,Ziggs,7,16.7,6,1,1,0,1,0.0,4.0,2.0,7.0,5.5,341.0,7.84,16.4,378.0,78.6,28.6,21.6
545,8,Play in,Leona,6,14.3,2,4,4,2,2,50.0,0.25,2.75,8.75,3.27,63.75,1.95,7.8,238.0,69.2,1.9,13.3
546,8,Play in,Cassiopeia,6,14.3,2,4,4,0,4,0.0,2.0,4.75,5.25,1.53,291.0,8.64,12.1,359.0,82.9,22.9,22.4
547,8,Play in,Morgana,6,14.3,3,3,2,2,1,66.7,2.0,3.67,10.0,3.27,22.33,0.62,9.3,259.0,75.0,12.5,14.4
548,8,Play in,Zoe,6,14.3,5,1,1,0,1,0.0,0.0,6.0,3.0,0.5,206.0,6.81,9.0,297.0,75.0,0.0,20.0
549,8,Play in,Malzahar,5,11.9,1,4,3,1,3,25.0,2.5,3.0,3.0,1.83,254.75,8.84,11.0,380.0,71.0,32.3,23.8
550,8,Play in,Pyke,5,11.9,3,2,2,0,2,0.0,1.5,5.0,2.5,0.8,34.0,1.2,6.2,218.0,53.3,20.0,14.1
551,8,Play in,Anivia,5,11.9,4,1,1,1,0,100.0,3.0,0.0,12.0,15.0,289.0,8.0,13.3,369.0,83.3,16.7,21.3
552,8,Play in,Zilean,5,11.9,4,1,1,1,0,100.0,2.0,0.0,3.0,5.0,280.0,8.81,12.5,394.0,100.0,40.0,21.7
553,8,Play in,Draven,4,9.5,0,4,2,2,2,50.0,4.0,2.75,4.25,3.0,296.0,9.31,15.1,475.0,64.7,31.4,26.0
554,8,Play in,Orianna,4,9.5,0,4,3,2,2,50.0,2.0,1.75,7.25,5.29,291.75,9.14,12.5,391.0,80.4,17.4,22.3
555,8,Play in,Ezreal,4,9.5,0,4,2,1,3,25.0,1.5,2.0,2.25,1.88,261.25,9.23,11.1,392.0,68.2,27.3,23.9
556,8,Play in,Jhin,4,9.5,1,3,1,3,0,100.0,5.33,0.67,7.0,18.5,379.67,10.75,17.2,488.0,74.0,32.0,25.0
557,8,Play in,Trundle,4,9.5,1,3,3,0,3,0.0,1.33,3.33,4.33,1.7,142.0,4.43,9.1,283.0,89.5,21.1,17.7
558,8,Play in,Azir,4,9.5,2,2,2,2,0,100.0,4.0,0.0,4.5,17.0,320.0,9.22,14.8,426.0,68.0,32.0,22.2
559,8,Play in,Lee Sin,4,9.5,2,2,2,1,1,50.0,4.0,2.5,7.0,4.4,153.5,5.31,10.5,363.0,73.3,26.7,20.2
560,8,Play in,Vel'Koz,4,9.5,3,1,1,1,0,100.0,4.0,1.0,6.0,10.0,353.0,10.04,15.4,437.0,62.5,25.0,21.9
561,8,Play in,Yasuo,4,9.5,3,1,1,1,0,100.0,1.0,1.0,12.0,13.0,210.0,8.39,10.5,421.0,81.3,6.3,21.6
562,8,Play in,Maokai,3,7.1,0,3,2,2,1,66.7,1.67,1.33,7.67,7.0,192.67,7.05,9.6,351.0,71.8,12.8,19.5
563,8,Play in,Jarvan IV,3,7.1,0,3,3,1,2,33.3,1.67,2.33,8.33,4.29,191.0,6.37,10.2,340.0,81.1,13.5,19.4
564,8,Play in,Kassadin,3,7.1,0,3,3,1,2,33.3,3.33,2.67,3.33,2.5,251.33,8.95,11.1,396.0,76.9,38.5,23.5
565,8,Play in,Karma,3,7.1,1,2,1,2,0,100.0,1.5,1.0,8.0,9.5,216.5,8.04,10.4,387.0,79.2,12.5,20.2
566,8,Play in,Cho'Gath,3,7.1,1,2,2,1,1,50.0,1.5,2.0,2.5,2.0,298.5,8.92,12.5,375.0,36.4,13.6,21.6
567,8,Play in,Darius,3,7.1,2,1,1,1,0,100.0,1.0,1.0,5.0,6.0,285.0,8.61,14.4,435.0,54.5,9.1,21.6
568,8,Play in,Singed,3,7.1,2,1,1,1,0,100.0,2.0,2.0,7.0,4.5,263.0,9.59,12.3,450.0,50.0,11.1,21.0
569,8,Play in,Nautilus,2,4.8,0,2,2,2,0,100.0,1.0,0.5,10.5,23.0,60.0,2.15,8.4,302.0,62.2,5.4,15.0
570,8,Play in,Graves,2,4.8,0,2,2,1,1,50.0,3.5,1.0,5.5,9.0,199.5,6.77,11.9,403.0,85.7,33.3,22.3
571,8,Play in,Vayne,2,4.8,0,2,2,0,2,0.0,2.0,3.0,0.5,0.83,272.5,8.82,10.7,347.0,33.3,26.7,23.2
572,8,Play in,Viktor,2,4.8,0,2,2,0,2,0.0,1.0,2.5,2.0,1.2,301.5,9.09,11.7,354.0,50.0,16.7,22.3
573,8,Play in,Ashe,2,4.8,1,1,1,0,1,0.0,0.0,3.0,2.0,0.67,280.0,9.31,10.3,342.0,66.7,0.0,23.4
574,8,Play in,Gnar,2,4.8,1,1,1,0,1,0.0,0.0,2.0,0.0,0.0,183.0,8.35,6.8,312.0,0.0,0.0,21.9
575,8,Play in,Sejuani,2,4.8,1,1,1,0,1,0.0,0.0,3.0,4.0,1.33,163.0,4.72,9.5,274.0,50.0,0.0,17.0
576,8,Play in,Gangplank,1,2.4,0,1,1,1,0,100.0,2.0,3.0,10.0,4.0,319.0,9.17,16.2,466.0,85.7,14.3,25.2
577,8,Play in,Kalista,1,2.4,0,1,1,1,0,100.0,5.0,2.0,8.0,6.5,365.0,10.08,16.4,454.0,68.4,26.3,24.6
578,8,Play in,Zac,1,2.4,0,1,1,1,0,100.0,3.0,1.0,11.0,14.0,151.0,4.04,12.2,327.0,77.8,16.7,17.5
579,8,Play in,Ahri,1,2.4,0,1,1,0,1,0.0,1.0,3.0,11.0,4.0,280.0,7.51,13.8,369.0,92.3,7.7,20.6
580,8,Play in,Caitlyn,1,2.4,0,1,1,0,1,0.0,4.0,1.0,6.0,10.0,379.0,10.73,15.4,435.0,100.0,40.0,26.8
581,8,Play in,Corki,1,2.4,0,1,1,0,1,0.0,4.0,3.0,2.0,2.0,257.0,9.46,10.7,393.0,66.7,44.4,24.2
582,8,Play in,Fiora,1,2.4,0,1,1,0,1,0.0,4.0,4.0,2.0,1.5,274.0,9.68,12.2,432.0,54.5,36.4,24.9
583,8,Play in,Kog'Maw,1,2.4,0,1,1,0,1,0.0,0.0,1.0,2.0,2.0,229.0,8.96,9.0,351.0,100.0,0.0,23.3
584,8,Play in,Lulu,1,2.4,0,1,1,0,1,0.0,0.0,6.0,1.0,0.17,141.0,5.53,6.4,249.0,50.0,0.0,17.9
585,8,Play in,Nidalee,1,2.4,0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,134.0,5.56,7.2,298.0,0.0,0.0,19.7
586,8,Play in,Soraka,1,2.4,0,1,1,0,1,0.0,1.0,2.0,2.0,1.5,11.0,0.31,6.6,187.0,50.0,16.7,12.7
587,8,Play in,Taric,1,2.4,0,1,1,0,1,0.0,0.0,3.0,10.0,3.33,81.0,2.0,10.1,248.0,71.4,0.0,13.9
588,8,Play in,Hecarim,1,2.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,8,Play in,Janna,1,2.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,8,Play in,Jax,1,2.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,8,Play in,Sivir,1,2.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,8,Play in,Zed,1,2.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,8,Main,Aatrox,76,98.7,45,31,17,17,14,54.8,2.1,2.48,4.42,2.62,285.19,9.03,12.3,390.0,52.1,16.8,21.6
594,8,Main,Alistar,75,97.4,47,28,12,15,13,53.6,0.5,2.18,6.32,3.13,48.36,1.52,7.4,231.0,65.0,4.8,13.1
595,8,Main,Urgot,73,94.8,45,28,17,13,15,46.4,2.64,2.64,3.75,2.42,265.96,8.21,12.1,375.0,63.5,26.2,21.7
596,8,Main,Irelia,64,83.1,40,24,13,14,10,58.3,3.63,2.96,4.42,2.72,283.96,9.31,12.7,417.0,65.0,29.3,22.9
597,8,Main,Kai'Sa,62,80.5,19,43,15,21,22,48.8,3.88,1.84,4.09,4.34,324.49,10.17,13.9,437.0,72.4,35.2,24.8
598,8,Main,Xayah,62,80.5,28,34,15,17,17,50.0,3.74,1.79,4.59,4.64,345.74,10.27,15.0,446.0,67.9,30.5,25.0
599,8,Main,Akali,62,80.5,51,11,8,8,3,72.7,4.55,2.27,4.55,4.0,323.45,8.69,14.6,393.0,61.0,30.5,21.8
600,8,Main,Rakan,56,72.7,25,31,13,17,14,54.8,0.94,2.35,8.29,3.92,17.0,0.54,7.7,243.0,74.9,7.6,13.7
601,8,Main,Nocturne,53,68.8,31,22,13,15,7,68.2,2.0,2.32,5.14,3.08,177.68,5.19,11.1,325.0,62.1,17.4,18.1
602,8,Main,LeBlanc,51,66.2,34,17,10,12,5,70.6,4.18,2.0,4.71,4.44,285.29,8.43,13.6,400.0,61.9,29.1,21.4
603,8,Main,Tahm Kench,50,64.9,34,16,10,7,9,43.8,0.5,2.25,5.0,2.44,67.06,1.97,8.2,243.0,60.7,5.5,13.7
604,8,Main,Sion,44,57.1,15,29,15,13,16,44.8,0.9,2.03,5.76,3.27,244.31,7.54,10.8,334.0,59.6,8.0,19.4
605,8,Main,Xin Zhao,44,57.1,19,25,12,14,11,56.0,2.72,2.36,5.64,3.54,151.68,4.83,10.4,332.0,65.9,21.5,18.5
606,8,Main,Lissandra,43,55.8,21,22,10,7,15,31.8,2.0,2.77,5.09,2.56,271.36,8.81,11.5,373.0,66.4,18.7,21.7
607,8,Main,Taliyah,42,54.5,25,17,10,10,7,58.8,3.18,1.88,5.47,4.59,182.47,5.61,11.3,348.0,77.0,28.3,19.8
608,8,Main,Camille,42,54.5,25,17,9,8,9,47.1,2.41,2.88,4.29,2.33,214.76,6.81,11.6,367.0,64.8,23.3,20.4
609,8,Main,Gragas,41,53.2,9,32,18,13,19,40.6,1.41,2.75,6.22,2.77,118.38,3.47,9.6,281.0,69.1,12.7,16.1
610,8,Main,Syndra,40,51.9,21,19,12,9,10,47.4,2.68,2.16,5.11,3.61,312.95,9.15,13.2,385.0,72.5,25.0,22.2
611,8,Main,Galio,38,49.4,17,21,10,10,11,47.6,2.24,2.14,4.71,3.24,273.14,8.68,11.7,371.0,66.4,21.4,21.2
612,8,Main,Thresh,36,46.8,15,21,11,9,12,42.9,0.62,3.43,9.43,2.93,33.86,1.02,7.5,224.0,75.4,4.6,12.9
613,8,Main,Ryze,34,44.2,17,17,13,8,9,47.1,2.35,1.88,4.0,3.38,306.94,9.89,12.5,403.0,59.3,22.0,22.9
614,8,Main,Braum,30,39.0,6,24,9,13,11,54.2,0.38,2.04,7.54,3.88,59.5,1.91,7.7,248.0,71.7,3.4,13.8
615,8,Main,Shen,28,36.4,12,16,9,9,7,56.3,1.31,2.13,6.38,3.62,160.88,4.99,10.0,309.0,65.4,11.2,17.4
616,8,Main,Sivir,27,35.1,9,18,7,12,6,66.7,3.44,1.67,6.33,5.87,366.33,10.81,15.5,456.0,71.0,25.0,25.3
617,8,Main,Olaf,27,35.1,11,16,13,7,9,43.8,3.38,1.81,4.94,4.59,172.56,5.04,11.3,331.0,68.9,28.0,18.6
618,8,Main,Ornn,25,32.5,13,12,8,10,2,83.3,1.5,2.08,7.58,4.36,266.83,7.55,12.5,352.0,60.6,10.0,19.1
619,8,Main,Lee Sin,24,31.2,7,17,7,9,8,52.9,2.71,2.06,5.0,3.74,151.71,4.96,10.2,333.0,69.3,24.3,18.8
620,8,Main,Lucian,23,29.9,8,15,6,9,6,60.0,3.33,1.73,4.6,4.58,319.13,10.19,13.8,442.0,64.7,27.2,24.7
621,8,Main,Kindred,23,29.9,17,6,4,2,4,33.3,1.33,3.33,5.0,1.9,176.67,5.48,10.6,329.0,69.1,14.5,19.2
622,8,Main,Varus,22,28.6,11,11,8,5,6,45.5,2.91,2.27,3.82,2.96,283.82,9.45,12.3,411.0,67.9,29.4,23.4
623,8,Main,Swain,19,24.7,8,11,6,5,6,45.5,3.45,2.55,3.45,2.71,251.18,8.3,11.6,384.0,69.1,34.5,22.0
624,8,Main,Heimerdinger,15,19.5,13,2,1,2,0,100.0,2.0,0.0,5.0,14.0,355.0,10.25,15.4,444.0,73.7,21.1,23.2
625,8,Main,Tristana,14,18.2,5,9,7,4,5,44.4,2.11,1.0,2.67,4.78,337.11,10.78,13.5,430.0,63.2,27.9,25.4
626,8,Main,Leona,13,16.9,2,11,8,7,4,63.6,1.0,3.0,8.45,3.15,57.55,1.82,7.9,249.0,70.3,7.4,13.6
627,8,Main,Viktor,13,16.9,6,7,4,3,4,42.9,3.0,2.71,5.43,3.11,243.14,8.39,11.8,409.0,59.6,21.2,22.3
628,8,Main,Jayce,13,16.9,8,5,5,3,2,60.0,3.2,3.2,4.2,2.31,317.0,9.33,14.2,419.0,60.7,26.2,22.7
629,8,Main,Poppy,11,14.3,3,8,7,2,6,25.0,1.0,2.5,3.75,1.9,218.13,6.09,11.2,312.0,55.9,11.8,18.7
630,8,Main,Jhin,11,14.3,5,6,2,2,4,33.3,1.33,1.5,3.83,3.44,345.67,10.57,13.4,408.0,62.0,16.0,23.5
631,8,Main,Skarner,11,14.3,8,3,3,0,3,0.0,1.0,3.33,6.0,2.1,174.0,4.88,10.6,298.0,75.0,10.7,17.8
632,8,Main,Ezreal,9,11.7,1,8,4,3,5,37.5,2.38,2.25,4.38,3.0,319.25,9.98,13.4,418.0,58.7,20.7,24.2
633,8,Main,Zilean,9,11.7,7,2,1,1,1,50.0,7.5,2.0,8.0,7.75,339.5,9.43,16.0,444.0,86.1,41.7,24.9
634,8,Main,Draven,8,10.4,6,2,1,1,1,50.0,4.5,1.5,5.5,6.67,317.5,9.75,15.7,483.0,95.2,42.9,27.4
635,8,Main,Azir,7,9.1,1,6,4,3,3,50.0,2.83,1.5,4.67,5.0,329.83,9.98,13.8,417.0,73.8,27.9,23.9
636,8,Main,Ekko,5,6.5,1,4,2,1,3,25.0,3.75,4.5,2.75,1.44,293.75,8.57,13.2,385.0,66.7,38.5,22.6
637,8,Main,Vel'Koz,5,6.5,3,2,2,1,1,50.0,1.5,2.0,3.5,2.5,334.0,8.77,13.9,366.0,55.6,16.7,21.2
638,8,Main,Graves,4,5.2,0,4,3,1,3,25.0,3.25,1.75,2.25,3.14,175.75,6.02,10.2,351.0,88.0,52.0,21.3
639,8,Main,Jax,4,5.2,2,2,2,1,1,50.0,1.5,2.5,5.5,2.8,247.5,8.33,11.6,389.0,58.3,12.5,21.4
640,8,Main,Cho'Gath,3,3.9,0,3,3,1,2,33.3,2.0,2.33,3.0,2.14,262.0,7.48,11.6,330.0,55.6,22.2,20.0
641,8,Main,Jarvan IV,3,3.9,0,3,3,1,2,33.3,2.33,3.67,8.33,2.91,164.0,4.85,11.2,331.0,94.1,20.6,18.8
642,8,Main,Cassiopeia,3,3.9,0,3,2,0,3,0.0,1.67,1.67,0.33,1.2,350.33,10.2,13.2,384.0,60.0,50.0,23.8
643,8,Main,Gangplank,3,3.9,1,2,2,1,1,50.0,2.5,1.5,7.0,6.33,306.5,9.43,15.7,483.0,52.8,13.9,25.7
644,8,Main,Nautilus,3,3.9,1,2,2,1,1,50.0,0.5,5.0,8.0,1.7,90.0,2.11,10.2,238.0,63.0,3.7,13.9
645,8,Main,Zoe,3,3.9,1,2,2,0,2,0.0,1.5,3.0,4.5,2.0,331.0,8.51,13.7,352.0,80.0,20.0,22.0
646,8,Main,Yasuo,3,3.9,2,1,1,1,0,100.0,1.0,5.0,9.0,2.0,380.0,7.96,17.7,372.0,83.3,8.3,22.0
647,8,Main,Zac,3,3.9,2,1,1,1,0,100.0,0.0,0.0,10.0,10.0,138.0,4.95,9.1,326.0,76.9,0.0,17.1
648,8,Main,Malzahar,3,3.9,2,1,1,0,1,0.0,0.0,3.0,4.0,1.33,321.0,9.21,12.0,344.0,66.7,0.0,21.3
649,8,Main,Kalista,2,2.6,0,2,2,1,1,50.0,2.5,2.5,6.5,3.6,268.0,9.45,11.2,396.0,64.3,17.9,22.7
650,8,Main,Fiora,2,2.6,0,2,1,0,2,0.0,3.0,1.5,1.5,3.0,361.0,10.34,15.3,438.0,52.9,35.3,25.2
651,8,Main,Hecarim,2,2.6,1,1,1,1,0,100.0,5.0,2.0,3.0,4.0,342.0,9.37,16.2,444.0,61.5,38.5,23.0
652,8,Main,Darius,2,2.6,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,8,Main,Pyke,2,2.6,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,8,Main,Ahri,1,1.3,0,1,1,1,0,100.0,3.0,3.0,7.0,3.33,267.0,8.97,12.4,418.0,71.4,21.4,21.2
655,8,Main,Kled,1,1.3,0,1,1,1,0,100.0,2.0,1.0,7.0,9.0,234.0,8.56,10.8,394.0,45.0,10.0,19.5
656,8,Main,Rek'Sai,1,1.3,0,1,1,1,0,100.0,10.0,3.0,8.0,6.0,210.0,6.01,15.4,442.0,66.7,37.0,21.2
657,8,Main,Singed,1,1.3,0,1,1,1,0,100.0,5.0,1.0,7.0,12.0,324.0,9.84,14.2,431.0,70.6,29.4,22.5
658,8,Main,Ashe,1,1.3,0,1,1,0,1,0.0,2.0,2.0,8.0,5.0,440.0,10.0,17.8,404.0,55.6,11.1,23.8
659,8,Main,Bard,1,1.3,0,1,1,0,1,0.0,1.0,2.0,2.0,1.5,26.0,0.8,6.9,213.0,75.0,25.0,14.4
660,8,Main,Brand,1,1.3,0,1,1,0,1,0.0,5.0,5.0,7.0,2.4,376.0,8.61,18.3,420.0,66.7,27.8,22.5
661,8,Main,Elise,1,1.3,0,1,1,0,1,0.0,0.0,2.0,4.0,2.0,107.0,3.91,6.7,246.0,100.0,0.0,17.4
662,8,Main,Evelynn,1,1.3,0,1,1,0,1,0.0,0.0,1.0,2.0,2.0,129.0,5.13,7.0,279.0,66.7,0.0,19.0
663,8,Main,Kassadin,1,1.3,0,1,1,0,1,0.0,0.0,3.0,1.0,0.33,204.0,7.22,8.3,293.0,20.0,0.0,19.6
664,8,Main,Lulu,1,1.3,0,1,1,0,1,0.0,0.0,0.0,5.0,5.0,332.0,9.36,12.7,359.0,100.0,0.0,21.3
665,8,Main,Mordekaiser,1,1.3,0,1,1,0,1,0.0,0.0,3.0,3.0,1.0,249.0,7.49,10.1,304.0,75.0,0.0,20.0
666,8,Main,Nami,1,1.3,0,1,1,0,1,0.0,0.0,3.0,1.0,0.33,10.0,0.44,4.1,181.0,20.0,0.0,12.2
667,8,Main,Nidalee,1,1.3,0,1,1,0,1,0.0,0.0,4.0,3.0,0.75,129.0,5.25,6.9,280.0,60.0,0.0,18.8
668,8,Main,Trundle,1,1.3,0,1,1,0,1,0.0,0.0,5.0,5.0,1.0,129.0,3.92,8.6,262.0,62.5,0.0,15.8
669,9,Play in,Pantheon,43,100.0,42,1,1,1,0,100.0,5.0,7.0,10.0,2.14,261.0,6.52,14.5,362.0,71.4,23.8,19.1
670,9,Play in,Syndra,41,95.3,27,14,10,9,5,64.3,3.93,2.21,3.71,3.45,330.64,8.81,15.2,405.0,53.5,27.5,22.2
671,9,Play in,Xayah,38,88.4,15,23,11,11,12,47.8,4.22,1.83,3.83,4.4,360.09,10.29,16.1,459.0,67.0,35.1,25.7
672,9,Play in,Qiyana,38,88.4,30,8,7,5,3,62.5,4.88,2.75,5.25,3.68,189.5,5.36,12.5,352.0,57.4,27.7,19.1
673,9,Play in,Renekton,29,67.4,16,13,6,5,8,38.5,1.92,2.31,2.92,2.1,248.85,7.43,12.1,362.0,42.3,16.8,20.6
