,season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,kill_participation,kill_share,gold_share
674,9,Play in,Rakan,28,65.1,8,20,8,10,10,50.0,0.35,2.1,8.5,4.21,18.15,0.5,8.9,247.0,77.6,3.1,13.9
675,9,Play in,Gangplank,28,65.1,16,12,7,7,5,58.3,2.58,3.17,6.08,2.74,286.58,7.85,15.1,412.0,61.5,18.3,22.7
676,9,Play in,LeBlanc,28,65.1,17,11,8,4,7,36.4,2.55,2.64,3.36,2.24,259.82,7.85,11.9,361.0,52.4,22.6,20.6
677,9,Play in,Thresh,27,62.8,7,20,9,8,12,40.0,0.8,3.15,7.55,2.65,15.4,0.47,7.9,240.0,62.5,6.0,13.5
678,9,Play in,Kai'Sa,26,60.5,5,21,10,12,9,57.1,4.29,1.95,4.19,4.34,304.0,9.37,14.3,439.0,63.8,32.3,24.3
679,9,Play in,Gragas,26,60.5,18,8,5,6,2,75.0,2.0,3.25,6.63,2.65,127.63,3.45,10.7,290.0,61.6,14.3,16.0
680,9,Play in,Nautilus,23,53.5,8,15,9,8,7,53.3,0.53,3.2,6.4,2.17,63.2,1.78,8.4,235.0,58.1,4.5,13.4
681,9,Play in,Akali,22,51.2,8,14,6,5,9,35.7,4.36,2.21,3.86,3.71,298.71,8.58,14.1,405.0,58.4,31.0,22.4
682,9,Play in,Lee Sin,21,48.8,5,16,7,11,5,68.8,3.0,2.0,5.88,4.44,160.88,4.92,11.0,337.0,74.0,25.0,18.0
683,9,Play in,Elise,21,48.8,12,9,6,5,4,55.6,3.0,2.56,4.11,2.78,153.22,4.83,10.4,327.0,57.1,24.1,18.2
684,9,Play in,Rek'Sai,18,41.9,9,9,5,4,5,44.4,2.78,2.22,3.78,2.95,177.11,5.23,11.3,335.0,56.2,23.8,18.8
685,9,Play in,Tristana,18,41.9,10,8,7,6,2,75.0,4.88,2.0,2.75,3.81,345.88,9.34,16.8,453.0,65.6,41.9,25.3
686,9,Play in,Gnar,16,37.2,6,10,5,7,3,70.0,2.0,2.8,6.0,2.86,265.7,7.29,13.5,370.0,57.6,14.4,20.3
687,9,Play in,Twisted Fate,15,34.9,9,6,4,3,3,50.0,0.83,2.67,3.67,1.69,257.0,7.88,13.0,400.0,50.0,9.3,22.5
688,9,Play in,Morgana,14,32.6,9,5,1,3,2,60.0,1.2,3.2,9.4,3.31,22.6,0.58,9.8,253.0,63.9,7.2,14.0
689,9,Play in,Nocturne,13,30.2,5,8,7,2,6,25.0,2.38,3.38,6.88,2.74,180.0,5.08,11.2,316.0,76.3,19.6,18.4
690,9,Play in,Vladimir,13,30.2,7,6,3,3,3,50.0,4.33,1.17,4.33,7.43,287.0,8.86,14.6,451.0,59.8,29.9,24.6
691,9,Play in,Skarner,13,30.2,7,6,5,1,5,16.7,0.33,3.33,7.83,2.45,153.33,3.99,10.4,270.0,71.0,2.9,16.1
692,9,Play in,Irelia,13,30.2,9,4,4,1,3,25.0,4.5,3.25,4.0,2.62,274.5,8.63,13.3,419.0,63.0,33.3,23.8
693,9,Play in,Lucian,12,27.9,5,7,6,3,4,42.9,3.86,2.57,2.29,2.39,310.43,9.82,13.9,441.0,55.8,35.1,25.2
694,9,Play in,Pyke,12,27.9,6,6,5,3,3,50.0,1.17,3.0,5.17,2.11,69.33,2.45,8.1,287.0,52.8,9.7,15.5
695,9,Play in,Yuumi,12,27.9,8,4,2,2,2,50.0,1.25,1.5,11.25,8.33,34.5,1.15,9.0,300.0,84.7,8.5,15.8
696,9,Play in,Olaf,12,27.9,10,2,2,1,1,50.0,2.5,1.5,4.0,4.33,135.5,4.48,9.0,299.0,54.2,20.8,16.7
697,9,Play in,Ezreal,11,25.6,2,9,6,5,4,55.6,3.67,2.11,4.56,3.89,349.56,9.16,16.7,438.0,66.7,29.7,24.5
698,9,Play in,Jarvan IV,11,25.6,3,8,7,4,4,50.0,1.38,2.63,7.88,3.52,151.38,4.39,10.3,300.0,78.7,11.7,17.0
699,9,Play in,Heimerdinger,11,25.6,8,3,1,3,0,100.0,4.0,0.67,5.67,14.5,279.0,7.03,15.1,380.0,52.7,21.8,20.5
700,9,Play in,Ryze,10,23.3,4,6,5,5,1,83.3,3.17,2.33,7.0,4.36,296.17,9.9,13.4,447.0,60.4,18.8,22.8
701,9,Play in,Kayle,10,23.3,7,3,2,2,1,66.7,2.33,2.33,7.0,4.0,405.67,9.82,18.7,453.0,58.3,14.6,25.2
702,9,Play in,Camille,9,20.9,2,7,5,1,6,14.3,2.29,3.14,3.43,1.82,254.0,7.67,12.1,364.0,65.6,26.2,22.0
703,9,Play in,Kennen,8,18.6,3,5,3,4,1,80.0,3.0,2.4,6.0,3.75,230.8,7.41,12.2,392.0,53.6,17.9,20.4
704,9,Play in,Leona,8,18.6,3,5,4,3,2,60.0,0.4,3.8,9.6,2.63,75.0,2.1,9.0,251.0,64.9,2.6,13.8
705,9,Play in,Galio,8,18.6,5,3,3,1,2,33.3,2.0,3.0,4.33,2.11,244.67,7.08,11.4,330.0,52.8,16.7,19.4
706,9,Play in,Rumble,8,18.6,6,2,1,2,0,100.0,2.0,2.5,10.5,5.0,229.0,7.95,11.4,396.0,73.5,11.8,19.9
707,9,Play in,Corki,7,16.3,1,6,4,3,3,50.0,2.0,2.33,3.83,2.5,346.33,9.47,15.3,418.0,53.8,18.5,23.5
708,9,Play in,Ashe,7,16.3,3,4,4,2,2,50.0,3.25,2.0,6.75,5.0,272.0,8.76,12.5,402.0,66.7,21.7,22.8
709,9,Play in,Alistar,7,16.3,4,3,3,1,2,33.3,0.67,2.33,4.0,2.0,46.0,1.56,6.5,222.0,60.9,8.7,13.3
710,9,Play in,Caitlyn,7,16.3,4,3,3,0,3,0.0,2.0,3.67,1.67,1.0,287.33,9.47,12.0,397.0,45.8,25.0,24.8
711,9,Play in,Draven,7,16.3,6,1,1,1,0,100.0,3.0,1.0,7.0,10.0,234.0,9.64,12.2,501.0,71.4,21.4,24.9
712,9,Play in,Neeko,6,14.0,1,5,4,3,2,60.0,2.0,2.6,6.0,3.08,216.8,7.31,10.6,356.0,58.8,14.7,19.7
713,9,Play in,Taliyah,6,14.0,2,4,2,4,0,100.0,3.25,1.75,7.25,6.0,182.75,5.65,11.9,369.0,61.8,19.1,18.7
714,9,Play in,Kled,6,14.0,2,4,3,2,2,50.0,2.25,1.25,2.75,4.0,255.75,8.01,11.8,370.0,44.4,20.0,21.2
715,9,Play in,Lissandra,6,14.0,2,4,4,2,2,50.0,1.5,2.25,4.0,2.44,262.25,8.24,11.7,368.0,51.2,14.0,20.4
716,9,Play in,Yasuo,6,14.0,4,2,2,1,1,50.0,2.5,2.5,4.0,2.6,251.0,8.99,11.6,414.0,81.3,31.3,23.3
717,9,Play in,Orianna,5,11.6,1,4,4,2,2,50.0,1.0,2.5,7.25,3.3,337.75,8.72,14.6,377.0,78.6,9.5,21.6
718,9,Play in,Jayce,5,11.6,2,3,3,1,2,33.3,1.33,3.33,5.0,1.9,302.0,9.24,14.0,427.0,76.0,16.0,24.7
719,9,Play in,Karma,5,11.6,2,3,3,1,2,33.3,1.67,3.0,6.0,2.56,181.33,4.99,11.2,309.0,71.9,15.6,18.1
720,9,Play in,Karthus,5,11.6,2,3,2,1,2,33.3,2.67,3.0,3.33,2.0,232.67,6.69,12.8,367.0,48.6,21.6,20.9
721,9,Play in,Aatrox,4,9.3,0,4,3,1,3,25.0,2.75,2.5,3.75,2.6,219.25,7.11,11.2,365.0,70.3,29.7,22.3
722,9,Play in,Ekko,4,9.3,0,4,3,0,4,0.0,1.25,5.0,4.75,1.2,165.75,4.68,10.1,285.0,68.6,14.3,17.7
723,9,Play in,Sivir,4,9.3,1,3,3,1,2,33.3,1.33,2.33,4.33,2.43,361.33,9.89,15.0,410.0,54.8,12.9,23.4
724,9,Play in,Quinn,4,9.3,2,2,2,1,1,50.0,5.0,3.5,2.0,2.0,328.0,8.96,15.4,422.0,58.3,41.7,23.6
725,9,Play in,Shen,4,9.3,2,2,2,1,1,50.0,1.5,5.5,7.5,1.64,197.0,4.7,13.3,317.0,64.3,10.7,17.9
726,9,Play in,Cassiopeia,4,9.3,3,1,1,1,0,100.0,6.0,4.0,10.0,4.0,282.0,8.93,14.9,471.0,64.0,24.0,23.0
727,9,Play in,Mordekaiser,3,7.0,1,2,2,0,2,0.0,3.0,4.5,1.0,0.89,224.5,7.35,11.1,363.0,40.0,30.0,21.7
728,9,Play in,Ornn,3,7.0,2,1,1,1,0,100.0,1.0,4.0,11.0,3.0,210.0,5.04,12.7,304.0,75.0,6.3,16.7
729,9,Play in,Blitzcrank,2,4.7,0,2,1,1,1,50.0,1.5,3.5,4.5,1.71,18.0,0.46,9.4,242.0,48.0,12.0,13.5
730,9,Play in,Cho'Gath,2,4.7,0,2,1,1,1,50.0,4.0,3.5,6.5,3.0,281.5,6.75,15.2,365.0,45.7,17.4,19.2
731,9,Play in,Hecarim,2,4.7,0,2,1,1,1,50.0,5.5,2.0,4.5,5.0,163.5,5.43,11.4,377.0,66.7,36.7,20.4
732,9,Play in,Jhin,2,4.7,0,2,1,1,1,50.0,6.5,1.0,7.0,13.5,427.0,10.11,20.4,483.0,58.7,28.3,25.1
733,9,Play in,Azir,2,4.7,0,2,2,0,2,0.0,1.0,1.5,0.0,0.67,293.0,9.26,11.4,361.0,40.0,40.0,23.5
734,9,Play in,Fiddlesticks,2,4.7,1,1,1,1,0,100.0,0.0,1.0,9.0,9.0,27.0,0.69,9.0,232.0,64.3,0.0,12.8
735,9,Play in,Veigar,2,4.7,1,1,1,1,0,100.0,2.0,0.0,3.0,5.0,332.0,9.05,15.0,409.0,83.3,33.3,22.0
736,9,Play in,Braum,2,4.7,1,1,1,0,1,0.0,1.0,3.0,3.0,1.33,84.0,2.16,9.8,251.0,23.5,5.9,14.2
737,9,Play in,Jinx,2,4.7,1,1,1,0,1,0.0,1.0,2.0,2.0,1.5,302.0,10.07,11.7,389.0,50.0,16.7,25.1
738,9,Play in,Fiora,1,2.3,0,1,1,1,0,100.0,4.0,3.0,4.0,2.67,413.0,10.18,20.6,507.0,44.4,22.2,25.9
739,9,Play in,Kha'Zix,1,2.3,0,1,1,1,0,100.0,4.0,8.0,9.0,1.63,186.0,4.08,15.5,340.0,59.1,18.2,17.7
740,9,Play in,Zoe,1,2.3,0,1,1,1,0,100.0,3.0,0.0,6.0,9.0,215.0,8.85,10.3,423.0,64.3,21.4,21.0
741,9,Play in,Garen,1,2.3,0,1,1,0,1,0.0,3.0,3.0,8.0,3.67,259.0,6.22,14.4,345.0,44.0,12.0,18.4
742,9,Play in,Lux,1,2.3,0,1,1,0,1,0.0,0.0,3.0,1.0,0.33,15.0,0.49,6.2,204.0,50.0,0.0,12.8
743,9,Play in,Nidalee,1,2.3,0,1,1,0,1,0.0,1.0,2.0,1.0,1.0,102.0,4.49,6.3,278.0,100.0,50.0,19.6
744,9,Play in,Sejuani,1,2.3,0,1,1,0,1,0.0,0.0,3.0,1.0,0.33,134.0,4.72,8.0,282.0,100.0,0.0,19.0
745,9,Play in,Sylas,1,2.3,0,1,1,0,1,0.0,1.0,4.0,3.0,1.0,244.0,7.05,10.8,311.0,33.3,8.3,19.2
746,9,Play in,Vi,1,2.3,0,1,1,0,1,0.0,0.0,7.0,4.0,0.57,113.0,3.64,7.8,250.0,36.4,0.0,14.9
747,9,Play in,Xin Zhao,1,2.3,0,1,1,0,1,0.0,3.0,3.0,2.0,1.67,179.0,5.24,11.4,333.0,55.6,33.3,19.6
748,9,Play in,Ziggs,1,2.3,0,1,1,0,1,0.0,5.0,1.0,4.0,9.0,539.0,8.5,24.2,382.0,56.3,31.3,23.3
749,9,Play in,Jax,1,2.3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,9,Play in,Vayne,1,2.3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,9,Main,Pantheon,77,100.0,77,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,9,Main,Qiyana,71,92.2,56,15,9,8,7,53.3,3.67,3.13,5.93,3.06,192.8,6.32,11.1,363.0,62.1,23.7,19.9
753,9,Main,Akali,67,87.0,46,21,16,12,9,57.1,3.57,1.57,3.81,4.7,288.33,8.89,13.2,407.0,51.2,24.8,22.1
754,9,Main,Renekton,66,85.7,46,20,12,12,8,60.0,3.45,2.85,3.75,2.53,271.0,8.13,13.7,410.0,50.3,24.1,21.8
755,9,Main,Xayah,64,83.1,30,34,14,24,10,70.6,4.5,1.71,5.56,5.9,325.26,10.26,15.0,473.0,69.9,31.3,25.4
756,9,Main,Kai'Sa,62,80.5,12,50,15,25,25,50.0,4.86,1.88,4.08,4.76,308.4,9.67,14.6,458.0,65.8,35.8,25.1
757,9,Main,Gragas,57,74.0,16,41,15,26,15,63.4,1.85,2.68,7.71,3.56,128.76,3.95,9.9,304.0,66.8,12.9,16.5
758,9,Main,Kayle,57,74.0,36,21,14,10,11,47.6,2.33,3.0,5.9,2.75,261.52,8.31,12.6,401.0,63.8,18.1,22.0
759,9,Main,Syndra,55,71.4,40,15,9,4,11,26.7,3.0,2.87,4.27,2.53,301.4,8.91,13.3,394.0,66.5,27.4,22.8
760,9,Main,Nautilus,54,70.1,17,37,14,20,17,54.1,1.3,3.38,7.59,2.63,79.78,2.42,8.6,261.0,59.0,8.6,14.2
761,9,Main,Ryze,52,67.5,22,30,12,17,13,56.7,3.07,2.63,5.03,3.08,315.73,9.63,14.3,436.0,58.0,22.0,23.3
762,9,Main,Lee Sin,50,64.9,8,42,14,19,23,45.2,2.52,2.69,6.0,3.17,159.05,4.81,10.8,326.0,65.6,19.4,17.9
763,9,Main,Elise,45,58.4,22,23,10,11,12,47.8,3.26,2.96,6.3,3.24,180.22,5.17,11.8,339.0,64.7,22.1,18.4
764,9,Main,Gangplank,44,57.1,18,26,11,14,12,53.8,2.5,2.35,6.35,3.77,274.77,8.12,14.2,419.0,64.6,18.3,22.8
765,9,Main,Rakan,43,55.8,20,23,10,13,10,56.5,0.65,2.39,9.83,4.38,18.22,0.58,7.8,248.0,76.0,4.7,13.6
766,9,Main,LeBlanc,37,48.1,27,10,7,7,3,70.0,3.9,1.8,4.7,4.78,270.4,7.98,13.3,392.0,65.6,29.8,21.1
767,9,Main,Jayce,27,35.1,11,16,6,7,9,43.8,3.06,3.0,4.0,2.35,265.0,8.33,12.8,403.0,63.1,27.4,22.5
768,9,Main,Yasuo,27,35.1,14,13,7,9,4,69.2,2.62,2.54,5.69,3.27,284.31,9.06,13.3,422.0,62.8,19.8,22.7
769,9,Main,Yuumi,27,35.1,18,9,4,3,6,33.3,1.56,2.0,9.44,5.5,71.22,1.97,11.2,310.0,83.2,11.8,17.4
770,9,Main,Ezreal,25,32.5,9,16,10,6,10,37.5,2.63,2.25,3.88,2.89,323.56,9.99,14.3,440.0,66.2,26.8,25.0
771,9,Main,Rek'Sai,25,32.5,12,13,10,7,6,53.8,3.38,2.54,5.23,3.39,166.15,5.04,11.2,339.0,61.5,24.2,18.1
772,9,Main,Leona,22,28.6,7,15,8,10,5,66.7,0.87,3.67,7.27,2.22,72.33,2.08,9.0,258.0,54.7,5.8,13.7
773,9,Main,Tristana,21,27.3,11,10,9,2,8,20.0,2.5,3.0,3.8,2.1,289.1,8.59,13.2,393.0,54.8,21.7,22.8
774,9,Main,Vladimir,20,26.0,9,11,5,6,5,54.5,3.09,3.64,6.09,2.53,253.18,8.08,12.6,402.0,59.1,19.9,22.3
775,9,Main,Jarvan IV,20,26.0,10,10,6,3,7,30.0,1.0,3.0,7.7,2.9,148.5,4.63,9.7,303.0,82.9,9.5,17.6
776,9,Main,Olaf,18,23.4,10,8,6,5,3,62.5,4.0,3.13,4.25,2.64,152.75,5.0,10.6,348.0,57.9,28.1,18.8
777,9,Main,Thresh,17,22.1,2,15,7,8,7,53.3,0.73,2.67,9.4,3.8,16.6,0.5,8.2,248.0,71.7,5.2,13.6
778,9,Main,Galio,17,22.1,5,12,9,4,8,33.3,1.17,3.33,7.33,2.55,135.5,4.34,9.1,290.0,70.8,9.7,16.6
779,9,Main,Twisted Fate,17,22.1,14,3,2,1,2,33.3,2.0,3.67,5.0,1.91,276.67,8.89,13.8,445.0,67.7,19.4,24.8
780,9,Main,Lucian,16,20.8,7,9,7,2,7,22.2,3.22,3.78,4.78,2.12,278.33,8.3,13.2,393.0,65.5,26.4,22.7
781,9,Main,Kled,15,19.5,10,5,4,3,2,60.0,2.8,2.0,4.4,3.6,229.0,7.32,11.1,356.0,57.1,22.2,20.0
782,9,Main,Irelia,15,19.5,11,4,4,2,2,50.0,2.75,4.25,4.75,1.76,305.25,8.42,14.3,394.0,55.6,20.4,21.5
783,9,Main,Rumble,15,19.5,12,3,2,1,2,33.3,6.33,1.67,5.67,7.2,219.0,6.7,12.5,384.0,80.0,42.2,22.0
784,9,Main,Alistar,14,18.2,3,11,6,4,7,36.4,0.36,4.0,6.0,1.59,44.36,1.54,6.4,220.0,59.3,3.4,12.8
785,9,Main,Morgana,14,18.2,10,4,3,2,2,50.0,1.25,1.5,4.75,4.0,98.75,2.92,9.6,283.0,63.2,13.2,15.9
786,9,Main,Ornn,13,16.9,4,9,6,6,3,66.7,1.78,2.56,6.78,3.35,172.44,5.69,9.9,327.0,56.6,11.8,17.5
787,9,Main,Pyke,13,16.9,6,7,6,1,6,14.3,2.29,3.57,4.0,1.76,75.29,2.2,9.9,288.0,68.8,25.0,16.4
788,9,Main,Veigar,13,16.9,8,5,4,2,3,40.0,3.4,2.0,6.4,4.9,239.8,7.98,11.8,392.0,71.0,24.6,22.1
789,9,Main,Camille,12,15.6,5,7,5,7,0,100.0,2.71,2.14,7.14,4.6,250.29,8.33,12.5,414.0,59.5,16.4,20.7
790,9,Main,Blitzcrank,12,15.6,6,6,5,2,4,33.3,1.33,4.5,7.5,1.96,16.83,0.47,9.3,261.0,49.5,7.5,14.0
791,9,Main,Tahm Kench,11,14.3,4,7,4,5,2,71.4,1.14,2.43,13.86,6.18,87.14,2.48,10.2,291.0,77.2,5.9,15.0
792,9,Main,Varus,10,13.0,1,9,4,6,3,66.7,6.44,2.67,7.22,5.13,312.67,9.42,15.6,470.0,69.9,33.0,24.8
793,9,Main,Orianna,10,13.0,1,9,6,5,4,55.6,2.56,2.67,6.89,3.54,296.33,8.39,13.8,390.0,66.4,18.0,21.4
794,9,Main,Gnar,10,13.0,2,8,7,4,4,50.0,2.13,2.0,5.13,3.63,249.38,7.58,12.1,367.0,61.7,18.1,21.0
795,9,Main,Aatrox,9,11.7,2,7,6,4,3,57.1,2.43,2.57,3.57,2.33,207.0,7.58,10.3,377.0,50.0,20.2,20.7
796,9,Main,Cassiopeia,9,11.7,2,7,5,3,4,42.9,2.57,3.86,4.86,1.93,271.57,8.25,12.8,390.0,58.4,20.2,21.9
797,9,Main,Heimerdinger,9,11.7,5,4,3,1,3,25.0,2.0,3.75,7.5,2.53,285.25,7.25,14.3,364.0,70.4,14.8,20.0
798,9,Main,Quinn,9,11.7,7,2,2,1,1,50.0,2.5,3.0,4.0,2.17,234.5,7.78,11.7,388.0,50.0,19.2,22.2
799,9,Main,Garen,8,10.4,1,7,3,3,4,42.9,3.57,3.14,6.29,3.14,299.86,7.91,14.5,382.0,63.9,23.1,20.9
800,9,Main,Sion,7,9.1,0,7,6,1,6,14.3,1.0,2.86,3.43,1.55,262.0,7.54,11.4,328.0,57.4,13.0,19.8
801,9,Main,Taliyah,7,9.1,2,5,3,2,3,40.0,3.0,2.2,6.0,4.09,158.2,4.95,10.4,325.0,69.2,23.1,18.0
802,9,Main,Nocturne,7,9.1,3,4,3,1,3,25.0,0.75,3.5,4.5,1.5,170.25,5.53,9.6,313.0,61.8,8.8,19.0
803,9,Main,Fiora,7,9.1,4,3,3,1,2,33.3,3.33,4.33,4.0,1.69,330.67,9.53,15.9,458.0,56.4,25.6,23.9
804,9,Main,Shen,6,7.8,0,6,5,2,4,33.3,1.83,4.67,5.0,1.46,148.83,4.86,9.2,302.0,68.3,18.3,17.6
805,9,Main,Vayne,6,7.8,4,2,1,2,0,100.0,3.0,1.5,6.0,6.0,300.0,9.6,14.3,457.0,51.4,17.1,22.6
806,9,Main,Jax,5,6.5,4,1,1,1,0,100.0,1.0,0.0,1.0,2.0,240.0,8.59,10.3,367.0,18.2,9.1,19.9
807,9,Main,Zoe,4,5.2,0,4,4,1,3,25.0,2.75,1.25,5.75,6.8,247.25,7.1,12.5,359.0,55.7,18.0,19.2
808,9,Main,Mordekaiser,4,5.2,0,4,2,0,4,0.0,4.0,3.5,4.0,2.29,300.5,7.64,15.2,386.0,42.7,21.3,21.3
809,9,Main,Cho'Gath,4,5.2,1,3,3,1,2,33.3,3.0,1.33,3.67,5.0,225.67,7.27,11.2,360.0,57.1,25.7,20.5
810,9,Main,Kennen,4,5.2,2,2,2,1,1,50.0,1.5,4.0,7.0,2.13,304.5,8.97,14.0,413.0,68.0,12.0,22.4
811,9,Main,Skarner,4,5.2,2,2,2,0,2,0.0,1.0,3.0,5.5,2.17,160.0,4.93,9.8,303.0,76.5,11.8,17.6
812,9,Main,Azir,3,3.9,0,3,2,1,2,33.3,3.0,3.33,4.0,2.1,243.33,8.85,10.9,397.0,65.6,28.1,22.9
813,9,Main,Poppy,3,3.9,0,3,3,1,2,33.3,2.0,4.67,8.33,2.21,183.0,5.01,11.2,307.0,66.0,12.8,17.3
814,9,Main,Draven,3,3.9,1,2,1,1,1,50.0,4.5,2.5,4.5,3.6,283.0,9.28,13.8,452.0,69.2,34.6,24.1
815,9,Main,Lissandra,3,3.9,1,2,2,1,1,50.0,2.5,3.0,4.5,2.33,246.0,8.19,11.4,379.0,70.0,25.0,21.7
816,9,Main,Karthus,3,3.9,1,2,2,0,2,0.0,2.0,2.0,2.0,2.0,202.5,5.75,11.0,313.0,88.9,44.4,19.3
817,9,Main,Karma,3,3.9,2,1,1,1,0,100.0,0.0,2.0,13.0,6.5,14.0,0.39,8.2,227.0,86.7,0.0,11.8
818,9,Main,Corki,2,2.6,0,2,1,1,1,50.0,4.5,1.0,3.5,8.0,321.0,10.13,14.6,461.0,84.2,47.4,24.7
819,9,Main,Jinx,2,2.6,0,2,2,1,1,50.0,4.0,1.5,5.5,6.33,300.0,9.82,14.1,462.0,65.5,27.6,24.0
820,9,Main,Lulu,2,2.6,0,2,2,1,1,50.0,0.5,2.5,10.5,4.4,24.5,0.64,9.3,244.0,88.0,4.0,14.0
821,9,Main,Sivir,2,2.6,1,1,1,1,0,100.0,11.0,0.0,5.0,16.0,483.0,11.81,22.2,543.0,72.7,50.0,27.7
822,9,Main,Sona,2,2.6,1,1,1,0,1,0.0,1.0,3.0,5.0,2.0,257.0,5.91,18.4,424.0,75.0,12.5,22.7
823,9,Main,Sylas,2,2.6,1,1,1,0,1,0.0,4.0,4.0,11.0,3.75,239.0,5.69,14.8,352.0,68.2,18.2,19.8
824,9,Main,Volibear,2,2.6,1,1,1,0,1,0.0,1.0,4.0,6.0,1.75,35.0,1.31,5.6,210.0,77.8,11.1,13.2
825,9,Main,Braum,2,2.6,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,9,Main,Jhin,2,2.6,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,9,Main,Kalista,2,2.6,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,9,Main,Ekko,1,1.3,0,1,1,1,0,100.0,3.0,2.0,7.0,5.0,161.0,5.76,10.7,382.0,90.9,27.3,20.6
829,9,Main,Fiddlesticks,1,1.3,0,1,1,1,0,100.0,2.0,3.0,8.0,3.33,18.0,0.53,8.6,256.0,58.8,11.8,13.2
830,9,Main,Kog'Maw,1,1.3,0,1,1,1,0,100.0,12.0,6.0,8.0,3.33,402.0,9.16,22.4,509.0,90.9,54.5,26.9
831,9,Main,Malphite,1,1.3,0,1,1,1,0,100.0,3.0,1.0,9.0,12.0,245.0,8.55,12.1,424.0,60.0,15.0,20.3
832,9,Main,Urgot,1,1.3,0,1,1,1,0,100.0,8.0,5.0,10.0,3.6,287.0,5.9,20.3,418.0,72.0,32.0,21.0
833,9,Main,Yorick,1,1.3,0,1,1,1,0,100.0,2.0,2.0,3.0,2.5,254.0,8.18,12.6,407.0,27.8,11.1,20.0
834,9,Main,Anivia,1,1.3,0,1,1,0,1,0.0,1.0,2.0,0.0,0.5,362.0,11.21,12.8,397.0,25.0,25.0,24.6
835,9,Main,Bard,1,1.3,0,1,1,0,1,0.0,0.0,7.0,10.0,1.43,31.0,0.79,9.1,233.0,83.3,0.0,13.8
836,9,Main,Caitlyn,1,1.3,0,1,1,0,1,0.0,4.0,3.0,5.0,3.0,297.0,9.3,13.5,422.0,60.0,26.7,25.7
837,9,Main,Kha'Zix,1,1.3,0,1,1,0,1,0.0,1.0,1.0,2.0,3.0,193.0,6.33,10.4,340.0,100.0,33.3,20.5
838,9,Main,Neeko,1,1.3,0,1,1,0,1,0.0,1.0,3.0,4.0,1.67,292.0,8.45,12.2,353.0,62.5,12.5,19.9
839,9,Main,Rengar,1,1.3,0,1,1,0,1,0.0,5.0,4.0,0.0,1.25,208.0,7.96,10.6,404.0,50.0,50.0,23.1
840,9,Main,Sejuani,1,1.3,0,1,1,0,1,0.0,1.0,2.0,1.0,1.0,124.0,4.74,7.2,275.0,100.0,50.0,19.6
841,9,Main,Viktor,1,1.3,0,1,1,0,1,0.0,1.0,2.0,2.0,1.5,245.0,7.52,10.2,314.0,60.0,20.0,19.5
842,9,Main,Zilean,1,1.3,0,1,1,0,1,0.0,1.0,1.0,1.0,2.0,271.0,9.19,10.1,343.0,100.0,50.0,23.2
