,season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
874,10,Play in,INTZ,Envy,5,1,4,20.0,1.6,2.4,6.4,3.33,296.2,8.17,13.1,360.0,16200.0,446.0,75.5,15.1,21.9
875,10,Play in,INTZ,micaO,5,1,4,20.0,1.8,2.2,6.6,3.82,267.4,7.37,12.8,352.0,16500.0,454.0,79.2,17.0,21.5
876,10,Play in,INTZ,RedBert,5,1,4,20.0,1.0,3.2,6.6,2.38,47.6,1.31,8.0,222.0,5500.0,152.0,71.7,9.4,13.5
877,10,Play in,INTZ,Shini,5,1,4,20.0,1.6,3.2,5.0,2.06,206.0,5.68,11.2,308.0,9000.0,248.0,62.3,15.1,18.8
878,10,Play in,INTZ,Tay,5,1,4,20.0,4.6,3.2,2.6,2.25,296.6,8.18,14.4,398.0,15500.0,427.0,67.9,43.4,24.3
879,10,Play in,Legacy_Esports,Babip,8,3,5,37.5,3.13,2.5,6.88,4.0,193.25,6.2,11.1,355.0,13100.0,420.0,81.6,25.5,20.8
880,10,Play in,Legacy_Esports,Isles,8,3,5,37.5,0.38,3.38,7.88,2.44,34.25,1.1,6.9,220.0,3900.0,127.0,67.3,3.1,12.9
881,10,Play in,Legacy_Esports,Raes,8,3,5,37.5,4.25,3.38,4.5,2.59,269.5,8.65,13.0,416.0,15700.0,503.0,71.4,34.7,24.3
882,10,Play in,Legacy_Esports,Tally,8,3,5,37.5,1.88,2.38,7.38,3.89,234.0,7.51,11.1,355.0,11800.0,378.0,75.5,15.3,20.8
883,10,Play in,Legacy_Esports,Topoon,8,3,5,37.5,2.63,2.63,6.0,3.29,211.75,6.8,11.3,364.0,13700.0,438.0,70.4,21.4,21.3
884,10,Play in,LGD_Gaming,Kramer,11,8,3,72.7,3.82,1.27,5.55,7.36,311.09,9.38,14.4,434.0,18700.0,563.0,68.2,27.8,23.5
885,10,Play in,LGD_Gaming,Langx,11,8,3,72.7,2.55,2.18,6.45,4.13,269.45,8.12,13.0,393.0,13800.0,416.0,65.6,18.5,21.3
886,10,Play in,LGD_Gaming,Mark,11,8,3,72.7,1.0,2.09,8.09,4.35,38.55,1.16,7.8,236.0,4300.0,128.0,66.2,7.3,12.8
887,10,Play in,LGD_Gaming,Peanut,11,8,3,72.7,2.64,2.45,6.0,3.52,209.55,6.32,11.6,351.0,10000.0,301.0,62.9,19.2,19.0
888,10,Play in,LGD_Gaming,xiye,11,8,3,72.7,3.73,2.82,6.73,3.71,284.27,8.57,14.2,429.0,18000.0,543.0,76.2,27.2,23.3
889,10,Play in,MAD_Lions,Carzzy,10,4,6,40.0,2.7,2.8,5.9,3.07,210.3,6.28,11.5,345.0,18000.0,536.0,73.5,23.1,20.4
890,10,Play in,MAD_Lions,Humanoid,10,4,6,40.0,2.9,3.3,4.9,2.36,320.1,9.56,14.1,420.0,20100.0,600.0,66.7,24.8,24.8
891,10,Play in,MAD_Lions,Kaiser,10,4,6,40.0,1.1,3.5,7.2,2.37,80.6,2.41,8.3,248.0,6300.0,187.0,70.9,9.4,14.7
892,10,Play in,MAD_Lions,Orome,10,4,6,40.0,2.4,3.2,5.6,2.5,234.1,6.99,11.6,348.0,12100.0,360.0,68.4,20.5,20.6
893,10,Play in,MAD_Lions,Shad0w,10,4,6,40.0,2.6,3.6,5.0,2.11,208.7,6.23,11.1,330.0,12300.0,367.0,65.0,22.2,19.5
894,10,Play in,Papara_SuperMassive,Armut,12,5,7,41.7,3.75,2.67,6.08,3.69,242.0,7.69,12.0,381.0,13700.0,436.0,72.8,27.8,22.4
895,10,Play in,Papara_SuperMassive,Bolulu,12,5,7,41.7,2.33,2.75,6.08,3.06,232.0,7.37,11.0,349.0,12400.0,394.0,62.3,17.3,20.5
896,10,Play in,Papara_SuperMassive,KaKAO,12,5,7,41.7,2.92,2.67,7.08,3.75,214.58,6.82,11.3,360.0,14200.0,452.0,74.1,21.6,21.1
897,10,Play in,Papara_SuperMassive,SnowFlower,12,5,7,41.7,0.67,3.67,7.58,2.25,35.75,1.14,6.9,220.0,4300.0,137.0,61.1,4.9,13.0
898,10,Play in,Papara_SuperMassive,Zeitnot,12,5,7,41.7,3.83,2.67,5.67,3.56,254.83,8.1,12.3,391.0,15800.0,503.0,70.4,28.4,23.0
899,10,Play in,PSG_Talon,Hanabi,5,4,1,80.0,3.6,2.6,8.6,4.69,265.8,8.13,13.1,400.0,15700.0,479.0,64.9,19.1,21.6
900,10,Play in,PSG_Talon,Kaiwing,5,4,1,80.0,0.6,1.4,14.4,10.71,40.4,1.24,7.9,241.0,4700.0,144.0,79.8,3.2,13.0
901,10,Play in,PSG_Talon,Kongyue,5,4,1,80.0,6.8,1.2,7.8,12.17,254.0,7.77,13.9,425.0,16100.000000000002,493.0,77.7,36.2,22.9
902,10,Play in,PSG_Talon,Uniboy,5,4,1,80.0,5.2,0.6,9.2,24.0,270.8,8.28,13.6,417.0,16600.0,508.0,76.6,27.7,22.5
903,10,Play in,PSG_Talon,Dee,3,2,1,66.7,3.0,1.33,11.67,11.0,244.33,7.16,12.9,380.0,16100.000000000002,471.0,78.6,16.1,20.8
904,10,Play in,PSG_Talon,Unified,2,2,0,100.0,2.0,1.5,12.5,9.67,207.5,6.78,10.7,351.0,12200.0,398.0,76.3,10.5,18.6
905,10,Play in,Movistar_R7,Acce,7,2,5,28.6,1.86,3.29,4.57,1.96,238.43,7.3,11.1,341.0,12200.0,372.0,59.2,17.1,20.5
906,10,Play in,Movistar_R7,Aloned,7,2,5,28.6,3.29,3.43,4.29,2.21,259.86,7.95,12.5,382.0,15000.0,459.0,69.7,30.3,23.0
907,10,Play in,Movistar_R7,Josedeodo,7,2,5,28.6,3.14,2.71,3.86,2.58,196.14,6.0,10.9,334.0,10900.0,332.0,64.5,28.9,20.1
908,10,Play in,Movistar_R7,Leza,7,2,5,28.6,1.86,3.14,4.43,2.0,247.29,7.57,12.0,368.0,12700.0,388.0,57.9,17.1,22.1
909,10,Play in,Movistar_R7,Shadow,7,2,5,28.6,0.71,2.57,6.0,2.61,70.14,2.15,7.8,240.0,5500.0,167.0,61.8,6.6,14.4
910,10,Play in,Team_Liquid,Broxah,5,4,1,80.0,4.2,1.2,7.0,9.33,190.0,6.37,11.2,375.0,10000.0,335.0,67.5,25.3,19.8
911,10,Play in,Team_Liquid,CoreJJ,5,4,1,80.0,0.2,1.0,12.0,12.2,33.8,1.13,7.3,247.0,3600.0,121.0,73.5,1.2,13.0
912,10,Play in,Team_Liquid,Impact,5,4,1,80.0,3.2,1.8,6.8,5.56,221.2,7.42,11.4,382.0,12500.0,420.0,60.2,19.3,20.1
913,10,Play in,Team_Liquid,Jensen,5,4,1,80.0,5.8,1.4,7.0,9.14,267.0,8.96,13.6,456.0,13900.0,466.0,77.1,34.9,24.0
914,10,Play in,Team_Liquid,Tactical,5,4,1,80.0,3.2,1.6,8.6,7.38,273.8,9.18,13.1,440.0,13900.0,465.0,71.1,19.3,23.2
915,10,Play in,Unicorns_of_Love_2e-CIS,AHaHaCiK,8,6,2,75.0,3.88,2.75,7.75,4.23,197.0,6.22,11.7,369.0,11700.0,369.0,67.4,22.5,19.8
916,10,Play in,Unicorns_of_Love_2e-CIS,BOSS,8,6,2,75.0,3.38,2.75,5.63,3.27,233.13,7.36,12.7,399.0,13300.0,420.0,52.2,19.6,21.4
917,10,Play in,Unicorns_of_Love_2e-CIS,Gadget,8,6,2,75.0,4.0,3.0,7.5,3.83,251.0,7.92,12.8,404.0,19000.0,598.0,66.7,23.2,21.6
918,10,Play in,Unicorns_of_Love_2e-CIS,Nomanz,8,6,2,75.0,5.0,2.5,6.0,4.4,284.75,8.99,14.1,445.0,22800.0,721.0,63.8,29.0,23.8
919,10,Play in,Unicorns_of_Love_2e-CIS,SaNTaS,8,6,2,75.0,1.0,2.25,9.63,4.72,36.38,1.15,7.9,248.0,4600.0,145.0,61.6,5.8,13.3
920,10,Play in,V3_Esports,Ace,5,1,4,20.0,2.2,3.6,4.4,1.83,211.8,6.57,10.7,331.0,14300.0,445.0,64.7,21.6,20.3
921,10,Play in,V3_Esports,Archer,5,1,4,20.0,3.6,3.0,4.4,2.67,313.4,9.72,14.0,435.0,20100.0,625.0,78.4,35.3,26.7
922,10,Play in,V3_Esports,Bugi,5,1,4,20.0,2.4,4.8,4.8,1.5,174.4,5.41,10.2,317.0,11100.0,345.0,70.6,23.5,19.4
923,10,Play in,V3_Esports,Paz,5,1,4,20.0,1.6,4.0,3.0,1.15,223.0,6.92,10.8,333.0,10400.0,322.0,45.1,15.7,20.5
924,10,Play in,V3_Esports,Raina,5,1,4,20.0,0.4,4.6,5.4,1.26,41.2,1.28,6.9,214.0,5000.0,156.0,56.9,3.9,13.1
925,10,Main,DWG_KIA,BeryL,17,14,3,82.4,1.29,2.65,7.29,3.24,46.53,1.49,7.9,254.0,6000.0,192.0,51.6,7.8,13.2
926,10,Main,DWG_KIA,Canyon,17,14,3,82.4,5.12,1.59,6.35,7.22,218.53,7.0,12.7,408.0,14300.0,459.0,68.9,30.7,21.2
927,10,Main,DWG_KIA,Ghost,17,14,3,82.4,3.88,1.41,6.88,7.63,280.53,8.99,13.8,442.0,15800.0,507.0,64.7,23.3,23.0
928,10,Main,DWG_KIA,Nuguri,17,14,3,82.4,2.53,2.29,7.88,4.54,245.18,7.85,12.4,397.0,16100.000000000002,517.0,62.5,15.2,20.7
929,10,Main,DWG_KIA,ShowMaker,17,14,3,82.4,3.82,1.82,6.0,5.39,265.59,8.51,13.1,419.0,14700.0,472.0,59.0,23.0,21.8
930,10,Main,DRX,Chovy,9,4,5,44.4,1.78,1.33,4.11,4.42,319.22,9.63,13.4,405.0,11800.0,357.0,51.5,15.5,22.5
931,10,Main,DRX,Deft,9,4,5,44.4,1.78,1.56,5.56,4.71,302.22,9.12,13.6,409.0,16300.0,493.0,64.1,15.5,22.7
932,10,Main,DRX,Doran,9,4,5,44.4,2.44,2.11,4.78,3.42,287.11,8.66,13.0,393.0,16300.0,492.0,63.1,21.4,21.8
933,10,Main,DRX,Keria,9,4,5,44.4,1.33,2.56,6.11,2.91,43.11,1.3,7.7,233.0,5100.0,155.0,65.0,11.7,12.9
934,10,Main,DRX,Pyosik,9,4,5,44.4,4.11,2.33,4.67,3.76,224.0,6.76,12.1,364.0,12900.0,389.0,76.7,35.9,20.2
935,10,Main,FlyQuest,IgNar,6,3,3,50.0,0.67,2.5,6.5,2.87,29.17,0.91,7.2,225.0,4500.0,142.0,59.7,5.6,12.9
936,10,Main,FlyQuest,PowerOfEvil,6,3,3,50.0,4.5,1.83,3.83,4.55,283.0,8.88,13.3,417.0,16100.000000000002,505.0,69.4,37.5,23.9
937,10,Main,FlyQuest,Santorin,6,3,3,50.0,2.33,2.67,5.17,2.81,168.83,5.29,10.1,316.0,9600.0,300.0,62.5,19.4,18.2
938,10,Main,FlyQuest,Solo,6,3,3,50.0,1.17,4.5,4.17,1.19,241.17,7.56,11.3,354.0,13500.0,422.0,44.4,9.7,20.3
939,10,Main,FlyQuest,WildTurtle,6,3,3,50.0,3.33,1.83,4.17,4.09,283.83,8.9,13.7,430.0,14300.0,448.0,62.5,27.8,24.7
940,10,Main,Fnatic,Bwipo,11,6,5,54.5,2.09,2.27,4.91,3.08,238.45,8.07,11.5,387.0,12500.0,422.0,58.8,17.6,21.5
941,10,Main,Fnatic,Hylissang,11,6,5,54.5,1.0,2.82,6.91,2.81,35.0,1.18,6.9,233.0,4400.0,148.0,66.4,8.4,12.9
942,10,Main,Fnatic,Nemesis,11,6,5,54.5,3.18,1.73,4.18,4.26,252.09,8.53,11.6,393.0,11500.0,389.0,61.8,26.7,21.8
943,10,Main,Fnatic,Rekkles,11,6,5,54.5,2.27,1.09,6.0,7.58,272.55,9.22,12.1,411.0,10500.0,356.0,69.5,19.1,22.8
944,10,Main,Fnatic,Selfmade,11,6,5,54.5,3.36,2.09,4.82,3.91,210.91,7.14,11.1,376.0,11700.0,396.0,68.7,28.2,20.9
945,10,Main,G2_Esports,Caps,14,8,6,57.1,4.43,2.86,7.43,4.15,268.71,8.42,13.1,411.0,18100.0,568.0,72.8,27.2,22.5
946,10,Main,G2_Esports,Jankos,14,8,6,57.1,3.57,3.0,7.86,3.81,201.21,6.3,11.5,359.0,12400.0,390.0,70.2,21.9,19.7
947,10,Main,G2_Esports,Mikyx,14,8,6,57.1,1.29,3.57,9.43,3.0,39.5,1.24,7.7,242.0,7800.0,244.0,65.8,7.9,13.2
948,10,Main,G2_Esports,Perkz,14,8,6,57.1,4.29,2.43,6.93,4.62,288.36,9.03,13.8,434.0,18900.0,592.0,68.9,26.3,23.7
949,10,Main,G2_Esports,Wunder,14,8,6,57.1,2.71,3.07,6.21,2.91,255.21,7.99,12.2,382.0,12500.0,392.0,54.8,16.7,20.9
950,10,Main,Gen_2e-G,Bdd,9,5,4,55.6,2.89,2.67,4.89,2.92,267.56,8.34,13.2,411.0,14200.0,441.0,59.3,22.0,22.6
951,10,Main,Gen_2e-G,Clid,9,5,4,55.6,2.56,3.44,5.78,2.42,196.67,6.13,11.2,350.0,11200.0,348.0,63.6,19.5,19.3
952,10,Main,Gen_2e-G,Life,9,5,4,55.6,1.11,3.67,7.11,2.24,28.44,0.89,7.4,232.0,4700.0,147.0,62.7,8.5,12.8
953,10,Main,Gen_2e-G,Rascal,9,5,4,55.6,2.89,4.11,5.11,1.95,253.11,7.89,12.4,385.0,13600.0,423.0,61.0,22.0,21.2
954,10,Main,Gen_2e-G,Ruler,9,5,4,55.6,3.67,2.33,5.33,3.86,292.11,9.11,14.0,438.0,22000.0,687.0,68.6,28.0,24.1
955,10,Main,JD_Gaming,Kanavi,10,5,5,50.0,2.6,3.1,6.7,3.0,204.2,6.83,10.8,360.0,12000.0,402.0,67.9,19.0,19.7
956,10,Main,JD_Gaming,LokeN,10,5,5,50.0,3.3,1.9,6.3,5.05,262.1,8.77,12.4,416.0,13800.0,463.0,70.1,24.1,22.8
957,10,Main,JD_Gaming,LvMao,10,5,5,50.0,1.7,3.8,7.8,2.5,40.9,1.37,7.4,248.0,6200.0,206.0,69.3,12.4,13.6
958,10,Main,JD_Gaming,Yagao,10,5,5,50.0,2.3,2.6,6.8,3.5,240.1,8.04,11.5,385.0,12200.0,409.0,66.4,16.8,21.1
959,10,Main,JD_Gaming,Zoom,10,5,5,50.0,3.8,3.5,4.1,2.26,248.8,8.33,12.4,416.0,13100.0,437.0,57.7,27.7,22.8
960,10,Main,LGD_Gaming,Kramer,6,3,3,50.0,2.17,2.0,7.33,4.75,310.5,8.58,14.2,392.0,15400.0,426.0,67.9,15.5,22.5
961,10,Main,LGD_Gaming,Langx,6,3,3,50.0,3.17,2.83,5.0,2.88,291.67,8.06,13.6,375.0,14900.0,410.0,58.3,22.6,21.5
962,10,Main,LGD_Gaming,Mark,6,3,3,50.0,1.5,4.67,6.67,1.75,47.5,1.31,8.4,232.0,6200.0,171.0,58.3,10.7,13.3
963,10,Main,LGD_Gaming,Peanut,6,3,3,50.0,2.17,2.17,6.83,4.15,227.17,6.28,12.0,333.0,13200.0,364.0,64.3,15.5,19.1
964,10,Main,LGD_Gaming,xiye,6,3,3,50.0,5.0,2.5,5.67,4.27,310.5,8.58,14.8,410.0,19200.0,529.0,76.2,35.7,23.5
965,10,Main,Machi_Esports,Bruce,6,1,5,16.7,1.33,3.0,3.83,1.72,296.67,9.05,12.8,392.0,15800.0,482.0,57.4,14.8,24.0
966,10,Main,Machi_Esports,Gemini,6,1,5,16.7,3.17,3.17,3.0,1.95,163.0,4.97,10.1,308.0,7900.0,240.0,68.5,35.2,18.9
967,10,Main,Machi_Esports,Koala,6,1,5,16.7,0.33,3.83,4.5,1.26,48.83,1.49,6.8,209.0,4800.0,147.0,53.7,3.7,12.8
968,10,Main,Machi_Esports,Mission,6,1,5,16.7,2.33,3.67,3.0,1.45,288.67,8.81,12.4,380.0,13800.0,421.0,59.3,25.9,23.3
969,10,Main,Machi_Esports,PK,6,1,5,16.7,1.83,3.5,4.33,1.76,231.83,7.07,11.3,344.0,11700.0,357.0,68.5,20.4,21.1
970,10,Main,PSG_Talon,Hanabi,6,2,4,33.3,0.67,2.33,2.83,1.5,226.5,8.14,9.8,353.0,9000.0,324.0,55.3,10.5,21.7
971,10,Main,PSG_Talon,Kaiwing,6,2,4,33.3,0.5,2.33,4.33,2.07,37.33,1.34,6.2,222.0,2700.0,97.0,76.3,7.9,13.6
972,10,Main,PSG_Talon,River,6,2,4,33.3,1.83,2.5,3.5,2.13,170.67,6.13,9.1,327.0,6700.0,240.0,84.2,28.9,20.1
973,10,Main,PSG_Talon,Tank,6,2,4,33.3,1.67,2.0,2.33,2.0,246.0,8.84,10.1,364.0,9700.0,348.0,63.2,26.3,22.3
974,10,Main,PSG_Talon,Unified,6,2,4,33.3,1.67,2.0,2.67,2.17,229.83,8.26,10.1,364.0,11000.0,395.0,68.4,26.3,22.3
975,10,Main,Rogue__28-European_Team_29-,Finn,6,1,5,16.7,1.5,3.33,3.67,1.55,216.17,7.26,10.3,346.0,10100.0,340.0,58.5,17.0,21.3
976,10,Main,Rogue__28-European_Team_29-,Hans sama,6,1,5,16.7,2.33,2.33,3.5,2.5,254.83,8.56,11.3,378.0,8400.0,282.0,66.0,26.4,23.2
977,10,Main,Rogue__28-European_Team_29-,Inspired,6,1,5,16.7,2.5,3.5,3.33,1.67,189.5,6.36,10.1,339.0,9200.0,308.0,66.0,28.3,20.8
978,10,Main,Rogue__28-European_Team_29-,Larssen,6,1,5,16.7,1.5,2.17,4.5,2.77,233.83,7.85,10.2,343.0,10600.0,354.0,67.9,17.0,21.1
979,10,Main,Rogue__28-European_Team_29-,Vander,6,1,5,16.7,1.0,3.17,5.17,1.95,36.5,1.23,6.6,220.0,4000.0,133.0,69.8,11.3,13.5
980,10,Main,Suning,Angel,19,12,7,63.2,3.37,2.11,6.47,4.68,280.42,8.23,13.3,390.0,16000.0,470.0,65.6,22.5,21.0
981,10,Main,Suning,Bin,19,12,7,63.2,3.89,2.89,5.16,3.13,291.0,8.54,14.6,429.0,18300.0,536.0,60.4,26.0,23.1
982,10,Main,Suning,huanfeng,19,12,7,63.2,4.0,2.16,5.79,4.54,320.42,9.4,15.0,439.0,21200.0,622.0,65.3,26.7,23.6
983,10,Main,Suning,SofM,19,12,7,63.2,2.79,2.37,7.0,4.13,235.89,6.92,12.5,366.0,12500.0,367.0,65.3,18.6,19.7
984,10,Main,Suning,SwordArt,19,12,7,63.2,0.95,3.26,8.42,2.87,38.84,1.14,8.0,234.0,4800.0,140.0,62.5,6.3,12.6
985,10,Main,Team_Liquid,Broxah,6,3,3,50.0,2.17,1.67,7.0,5.5,198.5,6.12,11.0,339.0,9600.0,298.0,70.5,16.7,19.5
986,10,Main,Team_Liquid,CoreJJ,6,3,3,50.0,1.33,2.17,7.67,4.15,52.83,1.63,8.0,248.0,6700.0,205.0,69.2,10.3,14.3
987,10,Main,Team_Liquid,Impact,6,3,3,50.0,1.83,2.5,4.5,2.53,233.83,7.21,10.9,335.0,12100.0,374.0,48.7,14.1,19.2
988,10,Main,Team_Liquid,Jensen,6,3,3,50.0,3.67,1.5,5.0,5.78,293.83,9.06,13.1,403.0,14600.0,450.0,66.7,28.2,23.2
989,10,Main,Team_Liquid,Tactical,6,3,3,50.0,4.0,2.83,5.33,3.29,283.67,8.75,13.4,414.0,15200.0,469.0,71.8,30.8,23.8
990,10,Main,Top_Esports,369,15,9,6,60.0,2.67,2.2,4.27,3.15,273.0,8.33,13.0,397.0,15000.0,457.0,51.5,19.8,21.9
991,10,Main,Top_Esports,JackeyLove,15,9,6,60.0,3.0,2.53,7.27,4.05,297.47,9.07,13.8,420.0,20600.0,627.0,76.2,22.3,23.1
992,10,Main,Top_Esports,Karsa,15,9,6,60.0,3.73,1.8,5.73,5.26,204.4,6.24,11.8,359.0,10800.0,331.0,70.3,27.7,19.8
993,10,Main,Top_Esports,knight,15,9,6,60.0,3.47,1.67,4.53,4.8,293.2,8.94,13.4,410.0,14100.0,431.0,59.4,25.7,22.6
994,10,Main,Top_Esports,yuyanjia,15,9,6,60.0,0.6,2.53,8.07,3.42,34.6,1.06,7.5,229.0,4500.0,139.0,64.4,4.5,12.6
995,10,Main,TSM,Biofrost,6,0,6,0.0,0.5,3.0,4.33,1.61,40.17,1.2,6.9,207.0,3900.0,117.0,60.4,6.3,12.9
996,10,Main,TSM,Bjergsen,6,0,6,0.0,1.67,2.5,3.5,2.07,281.0,8.39,12.2,364.0,11100.0,331.0,64.6,20.8,22.8
997,10,Main,TSM,Broken Blade,6,0,6,0.0,2.17,3.0,2.67,1.61,239.33,7.15,11.8,351.0,12600.0,376.0,60.4,27.1,22.0
998,10,Main,TSM,Doublelift,6,0,6,0.0,1.83,3.5,2.67,1.29,279.67,8.35,12.1,362.0,15400.0,459.0,56.3,22.9,22.7
999,10,Main,TSM,Spica,6,0,6,0.0,1.83,2.17,3.17,2.31,208.83,6.24,10.5,312.0,11200.0,335.0,62.5,22.9,19.6
1000,10,Main,Unicorns_of_Love_2e-CIS,AHaHaCiK,6,0,6,0.0,2.17,5.33,3.83,1.13,174.5,5.43,10.3,320.0,12400.0,386.0,64.3,23.2,20.2
1001,10,Main,Unicorns_of_Love_2e-CIS,BOSS,6,0,6,0.0,2.5,4.67,2.83,1.14,218.0,6.78,10.6,330.0,12600.0,393.0,57.1,26.8,20.8
1002,10,Main,Unicorns_of_Love_2e-CIS,Gadget,6,0,6,0.0,2.0,3.5,2.83,1.38,239.33,7.45,11.0,342.0,19100.0,593.0,51.8,21.4,21.6
1003,10,Main,Unicorns_of_Love_2e-CIS,Nomanz,6,0,6,0.0,2.33,4.83,2.5,1.0,278.83,8.68,12.3,384.0,16900.0,524.0,51.8,25.0,24.2
1004,10,Main,Unicorns_of_Love_2e-CIS,SaNTaS,6,0,6,0.0,0.33,4.67,4.83,1.11,38.83,1.21,6.7,208.0,3300.0,102.0,55.4,3.6,13.1
1005,11,Play in,Beyond_Gaming,Doggo,13,5,8,38.5,5.92,2.0,5.0,5.46,320.46,9.97,15.2,471.0,21200.0,660.0,71.7,38.9,26.5
1006,11,Play in,Beyond_Gaming,Husha,13,5,8,38.5,3.31,3.31,6.31,2.91,173.15,5.38,10.9,340.0,11800.0,368.0,63.1,21.7,19.1
1007,11,Play in,Beyond_Gaming,Kino,13,5,8,38.5,0.85,3.92,8.54,2.39,34.31,1.07,7.5,235.0,4400.0,135.0,61.6,5.6,13.2
1008,11,Play in,Beyond_Gaming,Liang,12,5,7,41.7,2.83,3.08,5.0,2.54,225.5,7.05,11.7,367.0,13300.0,416.0,49.7,18.0,20.4
1009,11,Play in,Beyond_Gaming,Maoan,10,5,5,50.0,2.9,3.8,6.8,2.55,272.3,7.99,13.1,384.0,12700.0,372.0,54.5,16.3,21.1
